time,Alt,Mach,Weight_On_Nose_Wheels,Aircraft_state,heat_load
122.0,4066.666666666667,0.488,1,0,50
123.0,4100.0,0.492,1,0,50
124.0,4133.333333333334,0.496,1,0,50
125.0,4166.666666666667,0.5,1,0,50
126.0,4200.0,0.504,1,0,50
127.0,4233.333333333334,0.508,1,0,50
128.0,4266.666666666667,0.512,1,0,50
129.0,4300.0,0.516,1,0,50
130.0,4333.333333333334,0.52,1,0,50
131.0,4366.666666666667,0.524,1,0,50
132.0,4400.0,0.528,1,0,50
133.0,4433.333333333334,0.532,1,0,50
134.0,4466.666666666667,0.536,1,0,50
135.0,4500.0,0.54,1,0,50
136.0,4533.333333333334,0.544,1,0,50
137.0,4566.666666666667,0.548,1,0,50
138.0,4600.0,0.552,1,0,50
139.0,4633.333333333334,0.556,1,0,50
140.0,4666.666666666667,0.56,1,0,50
141.0,4700.0,0.5640000000000001,1,0,50
142.0,4733.333333333334,0.5680000000000001,1,0,50
143.0,4766.666666666667,0.5720000000000001,1,0,50
144.0,4800.0,0.5760000000000001,1,0,50
145.0,4833.333333333334,0.58,1,0,50
146.0,4866.666666666667,0.584,1,0,50
147.0,4900.0,0.588,1,0,50
148.0,4933.333333333334,0.592,1,0,50
149.0,4966.666666666667,0.596,1,0,50
150.0,5000.0,0.6,0,4,4000
151.0,5033.333333333334,0.604,0,4,4000
152.0,5066.666666666667,0.608,0,4,4000
153.0,5100.0,0.612,0,4,4000
154.0,5133.333333333334,0.616,0,4,4000
155.0,5166.666666666667,0.62,0,4,4000
156.0,5200.0,0.624,0,4,4000
157.0,5233.333333333334,0.628,0,4,4000
158.0,5266.666666666667,0.632,0,4,4000
159.0,5300.0,0.636,0,4,4000
160.0,5333.333333333334,0.64,0,4,4000
161.0,5366.666666666667,0.644,0,4,4000
162.0,5400.0,0.648,0,4,4000
163.0,5433.333333333334,0.652,0,4,4000
164.0,5466.666666666667,0.656,0,4,4000
165.0,5500.0,0.66,0,4,4000
166.0,5533.333333333334,0.664,0,4,4000
167.0,5566.666666666667,0.668,0,4,4000
168.0,5600.0,0.672,0,4,4000
169.0,5633.333333333334,0.676,0,4,4000
170.0,5666.666666666667,0.68,0,4,4000
171.0,5700.0,0.684,0,4,4000
172.0,5733.333333333334,0.6880000000000001,0,4,4000
173.0,5766.666666666667,0.6920000000000001,0,4,4000
174.0,5800.0,0.6960000000000001,0,4,4000
175.0,5833.333333333334,0.7000000000000001,0,4,4000
176.0,5866.666666666667,0.704,0,4,4000
177.0,5900.0,0.708,0,4,4000
178.0,5933.333333333334,0.712,0,4,4000
179.0,5966.666666666667,0.716,0,4,4000
180.0,6000.0,0.72,0,4,4000
181.0,6033.333333333334,0.724,0,4,4000
182.0,6066.666666666667,0.728,0,4,4000
183.0,6100.0,0.732,0,4,4000
184.0,6133.333333333334,0.736,0,4,4000
185.0,6166.666666666667,0.74,0,4,4000
186.0,6200.0,0.744,0,4,4000
187.0,6233.333333333334,0.748,0,4,4000
188.0,6266.666666666667,0.752,0,4,4000
189.0,6300.0,0.756,0,4,4000
190.0,6333.333333333334,0.76,0,4,4000
191.0,6366.666666666667,0.764,0,4,4000
192.0,6400.0,0.768,0,4,4000
193.0,6433.333333333334,0.772,0,4,4000
194.0,6466.666666666667,0.776,0,4,4000
195.0,6500.000000000001,0.78,0,4,4000
196.0,6533.333333333334,0.784,0,4,4000
197.0,6566.666666666667,0.788,0,4,4000
198.0,6600.000000000001,0.792,0,4,4000
199.0,6633.333333333334,0.796,0,4,4000
200.0,6666.666666666667,0.8,0,4,4000
201.0,6700.000000000001,0.804,0,4,4000
202.0,6733.333333333334,0.808,0,4,4000
203.0,6766.666666666667,0.812,0,4,4000
204.0,6800.000000000001,0.8160000000000001,0,4,4000
205.0,6833.333333333334,0.8200000000000001,0,4,4000
206.0,6866.666666666667,0.8240000000000001,0,4,4000
207.0,6900.000000000001,0.8280000000000001,0,4,4000
208.0,6933.333333333334,0.8320000000000001,0,4,4000
209.0,6966.666666666667,0.836,0,4,4000
210.0,7000.000000000001,0.84,0,4,4000
211.0,7033.333333333334,0.844,0,4,4000
212.0,7066.666666666667,0.848,0,4,4000
213.0,7100.000000000001,0.852,0,4,4000
214.0,7133.333333333334,0.856,0,4,4000
215.0,7166.666666666667,0.86,0,4,4000
216.0,7200.000000000001,0.864,0,4,4000
217.0,7233.333333333334,0.868,0,4,4000
218.0,7266.666666666667,0.872,0,4,4000
219.0,7300.000000000001,0.876,0,4,4000
220.0,7333.333333333334,0.88,0,4,4000
221.0,7366.666666666667,0.884,0,4,4000
222.0,7400.000000000001,0.888,0,4,4000
223.0,7433.333333333334,0.892,0,4,4000
224.0,7466.666666666667,0.896,0,4,4000
225.0,7500.000000000001,0.9,0,4,4000
226.0,7533.333333333334,0.904,0,4,4000
227.0,7566.666666666667,0.908,0,4,4000
228.0,7600.000000000001,0.912,0,4,4000
229.0,7633.333333333334,0.916,0,4,4000
230.0,7666.666666666667,0.92,0,4,4000
231.0,7700.000000000001,0.924,0,4,4000
232.0,7733.333333333334,0.928,0,4,4000
233.0,7766.666666666667,0.932,0,4,4000
234.0,7800.000000000001,0.936,0,4,4000
235.0,7833.333333333334,0.94,0,4,4000
236.0,7866.666666666667,0.944,0,4,4000
237.0,7900.000000000001,0.948,0,4,4000
238.0,7933.333333333334,0.952,0,4,4000
239.0,7966.666666666667,0.956,0,4,4000
240.0,8000.000000000001,0.96,0,4,4000
241.0,8033.333333333334,0.964,0,4,4000
242.0,8066.666666666667,0.968,0,4,4000
243.0,8100.000000000001,0.972,0,4,4000
244.0,8133.333333333334,0.976,0,4,4000
245.0,8166.666666666667,0.98,0,4,4000
246.0,8200.0,0.984,0,4,4000
247.0,8233.333333333334,0.988,0,4,4000
248.0,8266.666666666668,0.992,0,4,4000
249.0,8300.0,0.996,0,4,4000
250.0,8333.333333333334,1.0,0,4,4000
251.0,8366.666666666668,1.004,0,4,4000
252.0,8400.0,1.008,0,4,4000
253.0,8433.333333333334,1.012,0,4,4000
254.0,8466.666666666668,1.016,0,4,4000
255.0,8500.0,1.02,0,4,4000
256.0,8533.333333333334,1.024,0,4,4000
257.0,8566.666666666668,1.028,0,4,4000
258.0,8600.0,1.032,0,4,4000
259.0,8633.333333333334,1.036,0,4,4000
260.0,8666.666666666668,1.04,0,4,4000
261.0,8700.0,1.044,0,4,4000
262.0,8733.333333333334,1.048,0,4,4000
263.0,8766.666666666668,1.052,0,4,4000
264.0,8800.0,1.056,0,4,4000
265.0,8833.333333333334,1.06,0,4,4000
266.0,8866.666666666668,1.064,0,4,4000
267.0,8900.0,1.068,0,4,4000
268.0,8933.333333333334,1.072,0,4,4000
269.0,8966.666666666668,1.076,0,4,4000
270.0,9000.0,1.08,0,4,4000
271.0,9033.333333333334,1.084,0,4,4000
272.0,9066.666666666668,1.088,0,4,4000
273.0,9100.0,1.092,0,4,4000
274.0,9133.333333333334,1.096,0,4,4000
275.0,9166.666666666668,1.1,0,4,4000
276.0,9200.0,1.104,0,4,4000
277.0,9233.333333333334,1.108,0,4,4000
278.0,9266.666666666668,1.112,0,4,4000
279.0,9300.0,1.116,0,4,4000
280.0,9333.333333333334,1.12,0,4,4000
281.0,9366.666666666668,1.124,0,4,4000
282.0,9400.0,1.128,0,4,4000
283.0,9433.333333333334,1.132,0,4,4000
284.0,9466.666666666668,1.136,0,4,4000
285.0,9500.0,1.14,0,4,4000
286.0,9533.333333333334,1.144,0,4,4000
287.0,9566.666666666668,1.148,0,4,4000
288.0,9600.0,1.152,0,4,4000
289.0,9633.333333333334,1.156,0,4,4000
290.0,9666.666666666668,1.16,0,4,4000
291.0,9700.0,1.164,0,4,4000
292.0,9733.333333333334,1.168,0,4,4000
293.0,9766.666666666668,1.172,0,4,4000
294.0,9800.0,1.176,0,4,4000
295.0,9833.333333333334,1.18,0,4,4000
296.0,9866.666666666668,1.184,0,4,4000
297.0,9900.0,1.188,0,4,4000
298.0,9933.333333333334,1.192,0,4,4000
299.0,9966.666666666668,1.196,0,4,4000
300.0,10000.0,1.2,0,4,4000
301.0,10000.0,1.2,0,4,4000
302.0,10000.0,1.2,0,4,4000
303.0,10000.0,1.2,0,4,4000
304.0,10000.0,1.2,0,4,4000
305.0,10000.0,1.2,0,4,4000
306.0,10000.0,1.2,0,4,4000
307.0,10000.0,1.2,0,4,4000
308.0,10000.0,1.2,0,4,4000
309.0,10000.0,1.2,0,4,4000
310.0,10000.0,1.2,0,4,4000
311.0,10000.0,1.2,0,4,4000
312.0,10000.0,1.2,0,4,4000
313.0,10000.0,1.2,0,4,4000
314.0,10000.0,1.2,0,4,4000
315.0,10000.0,1.2,0,4,4000
316.0,10000.0,1.2,0,4,4000
317.0,10000.0,1.2,0,4,4000
318.0,10000.0,1.2,0,4,4000
319.0,10000.0,1.2,0,4,4000
320.0,10000.0,1.2,0,4,4000
321.0,10000.0,1.2,0,4,4000
322.0,10000.0,1.2,0,4,4000
323.0,10000.0,1.2,0,4,4000
324.0,10000.0,1.2,0,4,4000
325.0,10000.0,1.2,0,4,4000
326.0,10000.0,1.2,0,4,4000
327.0,10000.0,1.2,0,4,4000
328.0,10000.0,1.2,0,4,4000
329.0,10000.0,1.2,0,4,4000
330.0,10000.0,1.2,0,4,4000
331.0,10000.0,1.2,0,4,4000
332.0,10000.0,1.2,0,4,4000
333.0,10000.0,1.2,0,4,4000
334.0,10000.0,1.2,0,4,4000
335.0,10000.0,1.2,0,4,4000
336.0,10000.0,1.2,0,4,4000
337.0,10000.0,1.2,0,4,4000
338.0,10000.0,1.2,0,4,4000
339.0,10000.0,1.2,0,4,4000
340.0,10000.0,1.2,0,4,4000
341.0,10000.0,1.2,0,4,4000
342.0,10000.0,1.2,0,4,4000
343.0,10000.0,1.2,0,4,4000
344.0,10000.0,1.2,0,4,4000
345.0,10000.0,1.2,0,4,4000
346.0,10000.0,1.2,0,4,4000
347.0,10000.0,1.2,0,4,4000
348.0,10000.0,1.2,0,4,4000
349.0,10000.0,1.2,0,4,4000
350.0,10000.0,1.2,0,4,4000
351.0,10000.0,1.2,0,4,4000
352.0,10000.0,1.2,0,4,4000
353.0,10000.0,1.2,0,4,4000
354.0,10000.0,1.2,0,4,4000
355.0,10000.0,1.2,0,4,4000
356.0,10000.0,1.2,0,4,4000
357.0,10000.0,1.2,0,4,4000
358.0,10000.0,1.2,0,4,4000
359.0,10000.0,1.2,0,4,4000
360.0,10000.0,1.2,0,4,4000
361.0,10000.0,1.2,0,4,4000
362.0,10000.0,1.2,0,4,4000
363.0,10000.0,1.2,0,4,4000
364.0,10000.0,1.2,0,4,4000
365.0,10000.0,1.2,0,4,4000
366.0,10000.0,1.2,0,4,4000
367.0,10000.0,1.2,0,4,4000
368.0,10000.0,1.2,0,4,4000
369.0,10000.0,1.2,0,4,4000
370.0,10000.0,1.2,0,4,4000
371.0,10000.0,1.2,0,4,4000
372.0,10000.0,1.2,0,4,4000
373.0,10000.0,1.2,0,4,4000
374.0,10000.0,1.2,0,4,4000
375.0,10000.0,1.2,0,4,4000
376.0,10000.0,1.2,0,4,4000
377.0,10000.0,1.2,0,4,4000
378.0,10000.0,1.2,0,4,4000
379.0,10000.0,1.2,0,4,4000
380.0,10000.0,1.2,0,4,4000
381.0,10000.0,1.2,0,4,4000
382.0,10000.0,1.2,0,4,4000
383.0,10000.0,1.2,0,4,4000
384.0,10000.0,1.2,0,4,4000
385.0,10000.0,1.2,0,4,4000
386.0,10000.0,1.2,0,4,4000
387.0,10000.0,1.2,0,4,4000
388.0,10000.0,1.2,0,4,4000
389.0,10000.0,1.2,0,4,4000
390.0,10000.0,1.2,0,4,4000
391.0,10000.0,1.2,0,4,4000
392.0,10000.0,1.2,0,4,4000
393.0,10000.0,1.2,0,4,4000
394.0,10000.0,1.2,0,4,4000
395.0,10000.0,1.2,0,4,4000
396.0,10000.0,1.2,0,4,4000
397.0,10000.0,1.2,0,4,4000
398.0,10000.0,1.2,0,4,4000
399.0,10000.0,1.2,0,4,4000
400.0,10000.0,1.2,0,4,4000
401.0,10000.0,1.2,0,4,4000
402.0,10000.0,1.2,0,4,4000
403.0,10000.0,1.2,0,4,4000
404.0,10000.0,1.2,0,4,4000
405.0,10000.0,1.2,0,4,4000
406.0,10000.0,1.2,0,4,4000
407.0,10000.0,1.2,0,4,4000
408.0,10000.0,1.2,0,4,4000
409.0,10000.0,1.2,0,4,4000
410.0,10000.0,1.2,0,4,4000
411.0,10000.0,1.2,0,4,4000
412.0,10000.0,1.2,0,4,4000
413.0,10000.0,1.2,0,4,4000
414.0,10000.0,1.2,0,4,4000
415.0,10000.0,1.2,0,4,4000
416.0,10000.0,1.2,0,4,4000
417.0,10000.0,1.2,0,4,4000
418.0,10000.0,1.2,0,4,4000
419.0,10000.0,1.2,0,4,4000
420.0,10000.0,1.2,0,4,4000
421.0,10000.0,1.2,0,4,4000
422.0,10000.0,1.2,0,4,4000
423.0,10000.0,1.2,0,4,4000
424.0,10000.0,1.2,0,4,4000
425.0,10000.0,1.2,0,4,4000
426.0,10000.0,1.2,0,4,4000
427.0,10000.0,1.2,0,4,4000
428.0,10000.0,1.2,0,4,4000
429.0,10000.0,1.2,0,4,4000
430.0,10000.0,1.2,0,4,4000
431.0,10000.0,1.2,0,4,4000
432.0,10000.0,1.2,0,4,4000
433.0,10000.0,1.2,0,4,4000
434.0,10000.0,1.2,0,4,4000
435.0,10000.0,1.2,0,4,4000
436.0,10000.0,1.2,0,4,4000
437.0,10000.0,1.2,0,4,4000
438.0,10000.0,1.2,0,4,4000
439.0,10000.0,1.2,0,4,4000
440.0,10000.0,1.2,0,4,4000
441.0,10000.0,1.2,0,4,4000
442.0,10000.0,1.2,0,4,4000
443.0,10000.0,1.2,0,4,4000
444.0,10000.0,1.2,0,4,4000
445.0,10000.0,1.2,0,4,4000
446.0,10000.0,1.2,0,4,4000
447.0,10000.0,1.2,0,4,4000
448.0,10000.0,1.2,0,4,4000
449.0,10000.0,1.2,0,4,4000
450.0,10000.0,1.2,0,4,4000
451.0,10000.0,1.2,0,4,4000
452.0,10000.0,1.2,0,4,4000
453.0,10000.0,1.2,0,4,4000
454.0,10000.0,1.2,0,4,4000
455.0,10000.0,1.2,0,4,4000
456.0,10000.0,1.2,0,4,4000
457.0,10000.0,1.2,0,4,4000
458.0,10000.0,1.2,0,4,4000
459.0,10000.0,1.2,0,4,4000
460.0,10000.0,1.2,0,4,4000
461.0,10000.0,1.2,0,4,4000
462.0,10000.0,1.2,0,4,4000
463.0,10000.0,1.2,0,4,4000
464.0,10000.0,1.2,0,4,4000
465.0,10000.0,1.2,0,4,4000
466.0,10000.0,1.2,0,4,4000
467.0,10000.0,1.2,0,4,4000
468.0,10000.0,1.2,0,4,4000
469.0,10000.0,1.2,0,4,4000
470.0,10000.0,1.2,0,4,4000
471.0,10000.0,1.2,0,4,4000
472.0,10000.0,1.2,0,4,4000
473.0,10000.0,1.2,0,4,4000
474.0,10000.0,1.2,0,4,4000
475.0,10000.0,1.2,0,4,4000
476.0,10000.0,1.2,0,4,4000
477.0,10000.0,1.2,0,4,4000
478.0,10000.0,1.2,0,4,4000
479.0,10000.0,1.2,0,4,4000
480.0,10000.0,1.2,0,4,4000
481.0,10000.0,1.2,0,4,4000
482.0,10000.0,1.2,0,4,4000
483.0,10000.0,1.2,0,4,4000
484.0,10000.0,1.2,0,4,4000
485.0,10000.0,1.2,0,4,4000
486.0,10000.0,1.2,0,4,4000
487.0,10000.0,1.2,0,4,4000
488.0,10000.0,1.2,0,4,4000
489.0,10000.0,1.2,0,4,4000
490.0,10000.0,1.2,0,4,4000
491.0,10000.0,1.2,0,4,4000
492.0,10000.0,1.2,0,4,4000
493.0,10000.0,1.2,0,4,4000
494.0,10000.0,1.2,0,4,4000
495.0,10000.0,1.2,0,4,4000
496.0,10000.0,1.2,0,4,4000
497.0,10000.0,1.2,0,4,4000
498.0,10000.0,1.2,0,4,4000
499.0,10000.0,1.2,0,4,4000
500.0,10000.0,1.2,0,4,4000
501.0,10000.0,1.2,0,4,4000
502.0,10000.0,1.2,0,4,4000
503.0,10000.0,1.2,0,4,4000
504.0,10000.0,1.2,0,4,4000
505.0,10000.0,1.2,0,4,4000
506.0,10000.0,1.2,0,4,4000
507.0,10000.0,1.2,0,4,4000
508.0,10000.0,1.2,0,4,4000
509.0,10000.0,1.2,0,4,4000
510.0,10000.0,1.2,0,4,4000
511.0,10000.0,1.2,0,4,4000
512.0,10000.0,1.2,0,4,4000
513.0,10000.0,1.2,0,4,4000
514.0,10000.0,1.2,0,4,4000
515.0,10000.0,1.2,0,4,4000
516.0,10000.0,1.2,0,4,4000
517.0,10000.0,1.2,0,4,4000
518.0,10000.0,1.2,0,4,4000
519.0,10000.0,1.2,0,4,4000
520.0,10000.0,1.2,0,4,4000
521.0,10000.0,1.2,0,4,4000
522.0,10000.0,1.2,0,4,4000
523.0,10000.0,1.2,0,4,4000
524.0,10000.0,1.2,0,4,4000
525.0,10000.0,1.2,0,4,4000
526.0,10000.0,1.2,0,4,4000
527.0,10000.0,1.2,0,4,4000
528.0,10000.0,1.2,0,4,4000
529.0,10000.0,1.2,0,4,4000
530.0,10000.0,1.2,0,4,4000
531.0,10000.0,1.2,0,4,4000
532.0,10000.0,1.2,0,4,4000
533.0,10000.0,1.2,0,4,4000
534.0,10000.0,1.2,0,4,4000
535.0,10000.0,1.2,0,4,4000
536.0,10000.0,1.2,0,4,4000
537.0,10000.0,1.2,0,4,4000
538.0,10000.0,1.2,0,4,4000
539.0,10000.0,1.2,0,4,4000
540.0,10000.0,1.2,0,4,4000
541.0,10000.0,1.2,0,4,4000
542.0,10000.0,1.2,0,4,4000
543.0,10000.0,1.2,0,4,4000
544.0,10000.0,1.2,0,4,4000
545.0,10000.0,1.2,0,4,4000
546.0,10000.0,1.2,0,4,4000
547.0,10000.0,1.2,0,4,4000
548.0,10000.0,1.2,0,4,4000
549.0,10000.0,1.2,0,4,4000
550.0,10000.0,1.2,0,4,4000
551.0,10000.0,1.2,0,4,4000
552.0,10000.0,1.2,0,4,4000
553.0,10000.0,1.2,0,4,4000
554.0,10000.0,1.2,0,4,4000
555.0,10000.0,1.2,0,4,4000
556.0,10000.0,1.2,0,4,4000
557.0,10000.0,1.2,0,4,4000
558.0,10000.0,1.2,0,4,4000
559.0,10000.0,1.2,0,4,4000
560.0,10000.0,1.2,0,4,4000
561.0,10000.0,1.2,0,4,4000
562.0,10000.0,1.2,0,4,4000
563.0,10000.0,1.2,0,4,4000
564.0,10000.0,1.2,0,4,4000
565.0,10000.0,1.2,0,4,4000
566.0,10000.0,1.2,0,4,4000
567.0,10000.0,1.2,0,4,4000
568.0,10000.0,1.2,0,4,4000
569.0,10000.0,1.2,0,4,4000
570.0,10000.0,1.2,0,4,4000
571.0,10000.0,1.2,0,4,4000
572.0,10000.0,1.2,0,4,4000
573.0,10000.0,1.2,0,4,4000
574.0,10000.0,1.2,0,4,4000
575.0,10000.0,1.2,0,4,4000
576.0,10000.0,1.2,0,4,4000
577.0,10000.0,1.2,0,4,4000
578.0,10000.0,1.2,0,4,4000
579.0,10000.0,1.2,0,4,4000
580.0,10000.0,1.2,0,4,4000
581.0,10000.0,1.2,0,4,4000
582.0,10000.0,1.2,0,4,4000
583.0,10000.0,1.2,0,4,4000
584.0,10000.0,1.2,0,4,4000
585.0,10000.0,1.2,0,4,4000
586.0,10000.0,1.2,0,4,4000
587.0,10000.0,1.2,0,4,4000
588.0,10000.0,1.2,0,4,4000
589.0,10000.0,1.2,0,4,4000
590.0,10000.0,1.2,0,4,4000
591.0,10000.0,1.2,0,4,4000
592.0,10000.0,1.2,0,4,4000
593.0,10000.0,1.2,0,4,4000
594.0,10000.0,1.2,0,4,4000
595.0,10000.0,1.2,0,4,4000
596.0,10000.0,1.2,0,4,4000
597.0,10000.0,1.2,0,4,4000
598.0,10000.0,1.2,0,4,4000
599.0,10000.0,1.2,0,4,4000
600.0,10000.0,1.2,0,4,4000
601.0,10000.0,1.2,0,4,4000
602.0,10000.0,1.2,0,4,4000
603.0,10000.0,1.2,0,4,4000
604.0,10000.0,1.2,0,4,4000
605.0,10000.0,1.2,0,4,4000
606.0,10000.0,1.2,0,4,4000
607.0,10000.0,1.2,0,4,4000
608.0,10000.0,1.2,0,4,4000
609.0,10000.0,1.2,0,4,4000
610.0,10000.0,1.2,0,4,4000
611.0,10000.0,1.2,0,4,4000
612.0,10000.0,1.2,0,4,4000
613.0,10000.0,1.2,0,4,4000
614.0,10000.0,1.2,0,4,4000
615.0,10000.0,1.2,0,4,4000
616.0,10000.0,1.2,0,4,4000
617.0,10000.0,1.2,0,4,4000
618.0,10000.0,1.2,0,4,4000
619.0,10000.0,1.2,0,4,4000
620.0,10000.0,1.2,0,4,4000
621.0,10000.0,1.2,0,4,4000
622.0,10000.0,1.2,0,4,4000
623.0,10000.0,1.2,0,4,4000
624.0,10000.0,1.2,0,4,4000
625.0,10000.0,1.2,0,4,4000
626.0,10000.0,1.2,0,4,4000
627.0,10000.0,1.2,0,4,4000
628.0,10000.0,1.2,0,4,4000
629.0,10000.0,1.2,0,4,4000
630.0,10000.0,1.2,0,4,4000
631.0,10000.0,1.2,0,4,4000
632.0,10000.0,1.2,0,4,4000
633.0,10000.0,1.2,0,4,4000
634.0,10000.0,1.2,0,4,4000
635.0,10000.0,1.2,0,4,4000
636.0,10000.0,1.2,0,4,4000
637.0,10000.0,1.2,0,4,4000
638.0,10000.0,1.2,0,4,4000
639.0,10000.0,1.2,0,4,4000
640.0,10000.0,1.2,0,4,4000
641.0,10000.0,1.2,0,4,4000
642.0,10000.0,1.2,0,4,4000
643.0,10000.0,1.2,0,4,4000
644.0,10000.0,1.2,0,4,4000
645.0,10000.0,1.2,0,4,4000
646.0,10000.0,1.2,0,4,4000
647.0,10000.0,1.2,0,4,4000
648.0,10000.0,1.2,0,4,4000
649.0,10000.0,1.2,0,4,4000
650.0,10000.0,1.2,0,4,4000
651.0,10000.0,1.2,0,4,4000
652.0,10000.0,1.2,0,4,4000
653.0,10000.0,1.2,0,4,4000
654.0,10000.0,1.2,0,4,4000
655.0,10000.0,1.2,0,4,4000
656.0,10000.0,1.2,0,4,4000
657.0,10000.0,1.2,0,4,4000
658.0,10000.0,1.2,0,4,4000
659.0,10000.0,1.2,0,4,4000
660.0,10000.0,1.2,0,4,4000
661.0,10000.0,1.2,0,4,4000
662.0,10000.0,1.2,0,4,4000
663.0,10000.0,1.2,0,4,4000
664.0,10000.0,1.2,0,4,4000
665.0,10000.0,1.2,0,4,4000
666.0,10000.0,1.2,0,4,4000
667.0,10000.0,1.2,0,4,4000
668.0,10000.0,1.2,0,4,4000
669.0,10000.0,1.2,0,4,4000
670.0,10000.0,1.2,0,4,4000
671.0,10000.0,1.2,0,4,4000
672.0,10000.0,1.2,0,4,4000
673.0,10000.0,1.2,0,4,4000
674.0,10000.0,1.2,0,4,4000
675.0,10000.0,1.2,0,4,4000
676.0,10000.0,1.2,0,4,4000
677.0,10000.0,1.2,0,4,4000
678.0,10000.0,1.2,0,4,4000
679.0,10000.0,1.2,0,4,4000
680.0,10000.0,1.2,0,4,4000
681.0,10000.0,1.2,0,4,4000
682.0,10000.0,1.2,0,4,4000
683.0,10000.0,1.2,0,4,4000
684.0,10000.0,1.2,0,4,4000
685.0,10000.0,1.2,0,4,4000
686.0,10000.0,1.2,0,4,4000
687.0,10000.0,1.2,0,4,4000
688.0,10000.0,1.2,0,4,4000
689.0,10000.0,1.2,0,4,4000
690.0,10000.0,1.2,0,4,4000
691.0,10000.0,1.2,0,4,4000
692.0,10000.0,1.2,0,4,4000
693.0,10000.0,1.2,0,4,4000
694.0,10000.0,1.2,0,4,4000
695.0,10000.0,1.2,0,4,4000
696.0,10000.0,1.2,0,4,4000
697.0,10000.0,1.2,0,4,4000
698.0,10000.0,1.2,0,4,4000
699.0,10000.0,1.2,0,4,4000
700.0,10000.0,1.2,0,4,4000
701.0,10000.0,1.2,0,4,4000
702.0,10000.0,1.2,0,4,4000
703.0,10000.0,1.2,0,4,4000
704.0,10000.0,1.2,0,4,4000
705.0,10000.0,1.2,0,4,4000
706.0,10000.0,1.2,0,4,4000
707.0,10000.0,1.2,0,4,4000
708.0,10000.0,1.2,0,4,4000
709.0,10000.0,1.2,0,4,4000
710.0,10000.0,1.2,0,4,4000
711.0,10000.0,1.2,0,4,4000
712.0,10000.0,1.2,0,4,4000
713.0,10000.0,1.2,0,4,4000
714.0,10000.0,1.2,0,4,4000
715.0,10000.0,1.2,0,4,4000
716.0,10000.0,1.2,0,4,4000
717.0,10000.0,1.2,0,4,4000
718.0,10000.0,1.2,0,4,4000
719.0,10000.0,1.2,0,4,4000
720.0,10000.0,1.2,0,4,4000
721.0,10000.0,1.2,0,4,4000
722.0,10000.0,1.2,0,4,4000
723.0,10000.0,1.2,0,4,4000
724.0,10000.0,1.2,0,4,4000
725.0,10000.0,1.2,0,4,4000
726.0,10000.0,1.2,0,4,4000
727.0,10000.0,1.2,0,4,4000
728.0,10000.0,1.2,0,4,4000
729.0,10000.0,1.2,0,4,4000
730.0,10000.0,1.2,0,4,4000
731.0,10000.0,1.2,0,4,4000
732.0,10000.0,1.2,0,4,4000
733.0,10000.0,1.2,0,4,4000
734.0,10000.0,1.2,0,4,4000
735.0,10000.0,1.2,0,4,4000
736.0,10000.0,1.2,0,4,4000
737.0,10000.0,1.2,0,4,4000
738.0,10000.0,1.2,0,4,4000
739.0,10000.0,1.2,0,4,4000
740.0,10000.0,1.2,0,4,4000
741.0,10000.0,1.2,0,4,4000
742.0,10000.0,1.2,0,4,4000
743.0,10000.0,1.2,0,4,4000
744.0,10000.0,1.2,0,4,4000
745.0,10000.0,1.2,0,4,4000
746.0,10000.0,1.2,0,4,4000
747.0,10000.0,1.2,0,4,4000
748.0,10000.0,1.2,0,4,4000
749.0,10000.0,1.2,0,4,4000
750.0,10000.0,1.2,0,4,4000
751.0,10000.0,1.2,0,4,4000
752.0,10000.0,1.2,0,4,4000
753.0,10000.0,1.2,0,4,4000
754.0,10000.0,1.2,0,4,4000
755.0,10000.0,1.2,0,4,4000
