time,Alt,Mach,Weight_On_Nose_Wheels,Aircraft_state,heat_load
1297.0,10000.0,1.2,0,4,4000
1298.0,10000.0,1.2,0,4,4000
1299.0,10000.0,1.2,0,4,4000
1300.0,10000.0,1.2,0,4,4000
1301.0,10000.0,1.2,0,4,4000
1302.0,10000.0,1.2,0,4,4000
1303.0,10000.0,1.2,0,4,4000
1304.0,10000.0,1.2,0,4,4000
1305.0,10000.0,1.2,0,4,4000
1306.0,10000.0,1.2,0,4,4000
1307.0,10000.0,1.2,0,4,4000
1308.0,10000.0,1.2,0,4,4000
1309.0,10000.0,1.2,0,4,4000
1310.0,10000.0,1.2,0,4,4000
1311.0,10000.0,1.2,0,4,4000
1312.0,10000.0,1.2,0,4,4000
1313.0,10000.0,1.2,0,4,4000
1314.0,10000.0,1.2,0,4,4000
1315.0,10000.0,1.2,0,4,4000
1316.0,10000.0,1.2,0,4,4000
1317.0,10000.0,1.2,0,4,4000
1318.0,10000.0,1.2,0,4,4000
1319.0,10000.0,1.2,0,4,4000
1320.0,10000.0,1.2,0,4,4000
1321.0,10000.0,1.2,0,4,4000
1322.0,10000.0,1.2,0,4,4000
1323.0,10000.0,1.2,0,4,4000
1324.0,10000.0,1.2,0,4,4000
1325.0,10000.0,1.2,0,4,4000
1326.0,10000.0,1.2,0,4,4000
1327.0,10000.0,1.2,0,4,4000
1328.0,10000.0,1.2,0,4,4000
1329.0,10000.0,1.2,0,4,4000
1330.0,10000.0,1.2,0,4,4000
1331.0,10000.0,1.2,0,4,4000
1332.0,10000.0,1.2,0,4,4000
1333.0,10000.0,1.2,0,4,4000
1334.0,10000.0,1.2,0,4,4000
1335.0,10000.0,1.2,0,4,4000
1336.0,10000.0,1.2,0,4,4000
1337.0,10000.0,1.2,0,4,4000
1338.0,10000.0,1.2,0,4,4000
1339.0,10000.0,1.2,0,4,4000
1340.0,10000.0,1.2,0,4,4000
1341.0,10000.0,1.2,0,4,4000
1342.0,10000.0,1.2,0,4,4000
1343.0,10000.0,1.2,0,4,4000
1344.0,10000.0,1.2,0,4,4000
1345.0,10000.0,1.2,0,4,4000
1346.0,10000.0,1.2,0,4,4000
1347.0,10000.0,1.2,0,4,4000
1348.0,10000.0,1.2,0,4,4000
1349.0,10000.0,1.2,0,4,4000
1350.0,10000.0,1.2,0,4,4000
1351.0,10000.0,1.2,0,4,4000
1352.0,10000.0,1.2,0,4,4000
1353.0,10000.0,1.2,0,4,4000
1354.0,10000.0,1.2,0,4,4000
1355.0,10000.0,1.2,0,4,4000
1356.0,10000.0,1.2,0,4,4000
1357.0,10000.0,1.2,0,4,4000
1358.0,10000.0,1.2,0,4,4000
1359.0,10000.0,1.2,0,4,4000
1360.0,10000.0,1.2,0,4,4000
1361.0,10000.0,1.2,0,4,4000
1362.0,10000.0,1.2,0,4,4000
1363.0,10000.0,1.2,0,4,4000
1364.0,10000.0,1.2,0,4,4000
1365.0,10000.0,1.2,0,4,4000
1366.0,10000.0,1.2,0,4,4000
1367.0,10000.0,1.2,0,4,4000
1368.0,10000.0,1.2,0,4,4000
1369.0,10000.0,1.2,0,4,4000
1370.0,10000.0,1.2,0,4,4000
1371.0,10000.0,1.2,0,4,4000
1372.0,10000.0,1.2,0,4,4000
1373.0,10000.0,1.2,0,4,4000
1374.0,10000.0,1.2,0,4,4000
1375.0,10000.0,1.2,0,4,4000
1376.0,10000.0,1.2,0,4,4000
1377.0,10000.0,1.2,0,4,4000
1378.0,10000.0,1.2,0,4,4000
1379.0,10000.0,1.2,0,4,4000
1380.0,10000.0,1.2,0,4,4000
1381.0,10000.0,1.2,0,4,4000
1382.0,10000.0,1.2,0,4,4000
1383.0,10000.0,1.2,0,4,4000
1384.0,10000.0,1.2,0,4,4000
1385.0,10000.0,1.2,0,4,4000
1386.0,10000.0,1.2,0,4,4000
1387.0,10000.0,1.2,0,4,4000
1388.0,10000.0,1.2,0,4,4000
1389.0,10000.0,1.2,0,4,4000
1390.0,10000.0,1.2,0,4,4000
1391.0,10000.0,1.2,0,4,4000
1392.0,10000.0,1.2,0,4,4000
1393.0,10000.0,1.2,0,4,4000
1394.0,10000.0,1.2,0,4,4000
1395.0,10000.0,1.2,0,4,4000
1396.0,10000.0,1.2,0,4,4000
1397.0,10000.0,1.2,0,4,4000
1398.0,10000.0,1.2,0,4,4000
1399.0,10000.0,1.2,0,4,4000
1400.0,10000.0,1.2,0,4,4000
1401.0,10000.0,1.2,0,4,4000
1402.0,10000.0,1.2,0,4,4000
1403.0,10000.0,1.2,0,4,4000
1404.0,10000.0,1.2,0,4,4000
1405.0,10000.0,1.2,0,4,4000
1406.0,10000.0,1.2,0,4,4000
1407.0,10000.0,1.2,0,4,4000
1408.0,10000.0,1.2,0,4,4000
1409.0,10000.0,1.2,0,4,4000
1410.0,10000.0,1.2,0,4,4000
1411.0,10000.0,1.2,0,4,4000
1412.0,10000.0,1.2,0,4,4000
1413.0,10000.0,1.2,0,4,4000
1414.0,10000.0,1.2,0,4,4000
1415.0,10000.0,1.2,0,4,4000
1416.0,10000.0,1.2,0,4,4000
1417.0,10000.0,1.2,0,4,4000
1418.0,10000.0,1.2,0,4,4000
1419.0,10000.0,1.2,0,4,4000
1420.0,10000.0,1.2,0,4,4000
1421.0,10000.0,1.2,0,4,4000
1422.0,10000.0,1.2,0,4,4000
1423.0,10000.0,1.2,0,4,4000
1424.0,10000.0,1.2,0,4,4000
1425.0,10000.0,1.2,0,4,4000
1426.0,10000.0,1.2,0,4,4000
1427.0,10000.0,1.2,0,4,4000
1428.0,10000.0,1.2,0,4,4000
1429.0,10000.0,1.2,0,4,4000
1430.0,10000.0,1.2,0,4,4000
1431.0,10000.0,1.2,0,4,4000
1432.0,10000.0,1.2,0,4,4000
1433.0,10000.0,1.2,0,4,4000
1434.0,10000.0,1.2,0,4,4000
1435.0,10000.0,1.2,0,4,4000
1436.0,10000.0,1.2,0,4,4000
1437.0,10000.0,1.2,0,4,4000
1438.0,10000.0,1.2,0,4,4000
1439.0,10000.0,1.2,0,4,4000
1440.0,10000.0,1.2,0,4,4000
1441.0,10000.0,1.2,0,4,4000
1442.0,10000.0,1.2,0,4,4000
1443.0,10000.0,1.2,0,4,4000
1444.0,10000.0,1.2,0,4,4000
1445.0,10000.0,1.2,0,4,4000
1446.0,10000.0,1.2,0,4,4000
1447.0,10000.0,1.2,0,4,4000
1448.0,10000.0,1.2,0,4,4000
1449.0,10000.0,1.2,0,4,4000
1450.0,10000.0,1.2,0,4,4000
1451.0,10000.0,1.2,0,4,4000
1452.0,10000.0,1.2,0,4,4000
1453.0,10000.0,1.2,0,4,4000
1454.0,10000.0,1.2,0,4,4000
1455.0,10000.0,1.2,0,4,4000
1456.0,10000.0,1.2,0,4,4000
1457.0,10000.0,1.2,0,4,4000
1458.0,10000.0,1.2,0,4,4000
1459.0,10000.0,1.2,0,4,4000
1460.0,10000.0,1.2,0,4,4000
1461.0,10000.0,1.2,0,4,4000
1462.0,10000.0,1.2,0,4,4000
1463.0,10000.0,1.2,0,4,4000
1464.0,10000.0,1.2,0,4,4000
1465.0,10000.0,1.2,0,4,4000
1466.0,10000.0,1.2,0,4,4000
1467.0,10000.0,1.2,0,4,4000
1468.0,10000.0,1.2,0,4,4000
1469.0,10000.0,1.2,0,4,4000
1470.0,10000.0,1.2,0,4,4000
1471.0,10000.0,1.2,0,4,4000
1472.0,10000.0,1.2,0,4,4000
1473.0,10000.0,1.2,0,4,4000
1474.0,10000.0,1.2,0,4,4000
1475.0,10000.0,1.2,0,4,4000
1476.0,10000.0,1.2,0,4,4000
1477.0,10000.0,1.2,0,4,4000
1478.0,10000.0,1.2,0,4,4000
1479.0,10000.0,1.2,0,4,4000
1480.0,10000.0,1.2,0,4,4000
1481.0,10000.0,1.2,0,4,4000
1482.0,10000.0,1.2,0,4,4000
1483.0,10000.0,1.2,0,4,4000
1484.0,10000.0,1.2,0,4,4000
1485.0,10000.0,1.2,0,4,4000
1486.0,10000.0,1.2,0,4,4000
1487.0,10000.0,1.2,0,4,4000
1488.0,10000.0,1.2,0,4,4000
1489.0,10000.0,1.2,0,4,4000
1490.0,10000.0,1.2,0,4,4000
1491.0,10000.0,1.2,0,4,4000
1492.0,10000.0,1.2,0,4,4000
1493.0,10000.0,1.2,0,4,4000
1494.0,10000.0,1.2,0,4,4000
1495.0,10000.0,1.2,0,4,4000
1496.0,10000.0,1.2,0,4,4000
1497.0,10000.0,1.2,0,4,4000
1498.0,10000.0,1.2,0,4,4000
1499.0,10000.0,1.2,0,4,4000
1500.0,10000.0,1.2,0,4,4000
1501.0,10000.0,1.2,0,4,4000
1502.0,10000.0,1.2,0,4,4000
1503.0,10000.0,1.2,0,4,4000
1504.0,10000.0,1.2,0,4,4000
1505.0,10000.0,1.2,0,4,4000
1506.0,10000.0,1.2,0,4,4000
1507.0,10000.0,1.2,0,4,4000
1508.0,10000.0,1.2,0,4,4000
1509.0,10000.0,1.2,0,4,4000
1510.0,10000.0,1.2,0,4,4000
1511.0,10000.0,1.2,0,4,4000
1512.0,10000.0,1.2,0,4,4000
1513.0,10000.0,1.2,0,4,4000
1514.0,10000.0,1.2,0,4,4000
1515.0,10000.0,1.2,0,4,4000
1516.0,10000.0,1.2,0,4,4000
1517.0,10000.0,1.2,0,4,4000
1518.0,10000.0,1.2,0,4,4000
1519.0,10000.0,1.2,0,4,4000
1520.0,10000.0,1.2,0,4,4000
1521.0,10000.0,1.2,0,4,4000
1522.0,10000.0,1.2,0,4,4000
1523.0,10000.0,1.2,0,4,4000
1524.0,10000.0,1.2,0,4,4000
1525.0,10000.0,1.2,0,4,4000
1526.0,10000.0,1.2,0,4,4000
1527.0,10000.0,1.2,0,4,4000
1528.0,10000.0,1.2,0,4,4000
1529.0,10000.0,1.2,0,4,4000
1530.0,10000.0,1.2,0,4,4000
1531.0,10000.0,1.2,0,4,4000
1532.0,10000.0,1.2,0,4,4000
1533.0,10000.0,1.2,0,4,4000
1534.0,10000.0,1.2,0,4,4000
1535.0,10000.0,1.2,0,4,4000
1536.0,10000.0,1.2,0,4,4000
1537.0,10000.0,1.2,0,4,4000
1538.0,10000.0,1.2,0,4,4000
1539.0,10000.0,1.2,0,4,4000
1540.0,10000.0,1.2,0,4,4000
1541.0,10000.0,1.2,0,4,4000
1542.0,10000.0,1.2,0,4,4000
1543.0,10000.0,1.2,0,4,4000
1544.0,10000.0,1.2,0,4,4000
1545.0,10000.0,1.2,0,4,4000
1546.0,10000.0,1.2,0,4,4000
1547.0,10000.0,1.2,0,4,4000
1548.0,10000.0,1.2,0,4,4000
1549.0,10000.0,1.2,0,4,4000
1550.0,10000.0,1.2,0,4,4000
1551.0,10000.0,1.2,0,4,4000
1552.0,10000.0,1.2,0,4,4000
1553.0,10000.0,1.2,0,4,4000
1554.0,10000.0,1.2,0,4,4000
1555.0,10000.0,1.2,0,4,4000
1556.0,10000.0,1.2,0,4,4000
1557.0,10000.0,1.2,0,4,4000
1558.0,10000.0,1.2,0,4,4000
1559.0,10000.0,1.2,0,4,4000
1560.0,10000.0,1.2,0,4,4000
1561.0,10000.0,1.2,0,4,4000
1562.0,10000.0,1.2,0,4,4000
1563.0,10000.0,1.2,0,4,4000
1564.0,10000.0,1.2,0,4,4000
1565.0,10000.0,1.2,0,4,4000
1566.0,10000.0,1.2,0,4,4000
1567.0,10000.0,1.2,0,4,4000
1568.0,10000.0,1.2,0,4,4000
1569.0,10000.0,1.2,0,4,4000
1570.0,10000.0,1.2,0,4,4000
1571.0,10000.0,1.2,0,4,4000
1572.0,10000.0,1.2,0,4,4000
1573.0,10000.0,1.2,0,4,4000
1574.0,10000.0,1.2,0,4,4000
1575.0,10000.0,1.2,0,4,4000
1576.0,10000.0,1.2,0,4,4000
1577.0,10000.0,1.2,0,4,4000
1578.0,10000.0,1.2,0,4,4000
1579.0,10000.0,1.2,0,4,4000
1580.0,10000.0,1.2,0,4,4000
1581.0,10000.0,1.2,0,4,4000
1582.0,10000.0,1.2,0,4,4000
1583.0,10000.0,1.2,0,4,4000
1584.0,10000.0,1.2,0,4,4000
1585.0,10000.0,1.2,0,4,4000
1586.0,10000.0,1.2,0,4,4000
1587.0,10000.0,1.2,0,4,4000
1588.0,10000.0,1.2,0,4,4000
1589.0,10000.0,1.2,0,4,4000
1590.0,10000.0,1.2,0,4,4000
1591.0,10000.0,1.2,0,4,4000
1592.0,10000.0,1.2,0,4,4000
1593.0,10000.0,1.2,0,4,4000
1594.0,10000.0,1.2,0,4,4000
1595.0,10000.0,1.2,0,4,4000
1596.0,10000.0,1.2,0,4,4000
1597.0,10000.0,1.2,0,4,4000
1598.0,10000.0,1.2,0,4,4000
1599.0,10000.0,1.2,0,4,4000
1600.0,10000.0,1.2,0,4,4000
1601.0,10000.0,1.2,0,4,4000
1602.0,10000.0,1.2,0,4,4000
1603.0,10000.0,1.2,0,4,4000
1604.0,10000.0,1.2,0,4,4000
1605.0,10000.0,1.2,0,4,4000
1606.0,10000.0,1.2,0,4,4000
1607.0,10000.0,1.2,0,4,4000
1608.0,10000.0,1.2,0,4,4000
1609.0,10000.0,1.2,0,4,4000
1610.0,10000.0,1.2,0,4,4000
1611.0,10000.0,1.2,0,4,4000
1612.0,10000.0,1.2,0,4,4000
1613.0,10000.0,1.2,0,4,4000
1614.0,10000.0,1.2,0,4,4000
1615.0,10000.0,1.2,0,4,4000
1616.0,10000.0,1.2,0,4,4000
1617.0,10000.0,1.2,0,4,4000
1618.0,10000.0,1.2,0,4,4000
1619.0,10000.0,1.2,0,4,4000
1620.0,10000.0,1.2,0,4,4000
1621.0,10000.0,1.2,0,4,4000
1622.0,10000.0,1.2,0,4,4000
1623.0,10000.0,1.2,0,4,4000
1624.0,10000.0,1.2,0,4,4000
1625.0,10000.0,1.2,0,4,4000
1626.0,10000.0,1.2,0,4,4000
1627.0,10000.0,1.2,0,4,4000
1628.0,10000.0,1.2,0,4,4000
1629.0,10000.0,1.2,0,4,4000
1630.0,10000.0,1.2,0,4,4000
1631.0,10000.0,1.2,0,4,4000
1632.0,10000.0,1.2,0,4,4000
1633.0,10000.0,1.2,0,4,4000
1634.0,10000.0,1.2,0,4,4000
1635.0,10000.0,1.2,0,4,4000
1636.0,10000.0,1.2,0,4,4000
1637.0,10000.0,1.2,0,4,4000
1638.0,10000.0,1.2,0,4,4000
1639.0,10000.0,1.2,0,4,4000
1640.0,10000.0,1.2,0,4,4000
1641.0,10000.0,1.2,0,4,4000
1642.0,10000.0,1.2,0,4,4000
1643.0,10000.0,1.2,0,4,4000
1644.0,10000.0,1.2,0,4,4000
1645.0,10000.0,1.2,0,4,4000
1646.0,10000.0,1.2,0,4,4000
1647.0,10000.0,1.2,0,4,4000
1648.0,10000.0,1.2,0,4,4000
1649.0,10000.0,1.2,0,4,4000
1650.0,10000.0,1.2,0,4,4000
1651.0,10000.0,1.2,0,4,4000
1652.0,10000.0,1.2,0,4,4000
1653.0,10000.0,1.2,0,4,4000
1654.0,10000.0,1.2,0,4,4000
1655.0,10000.0,1.2,0,4,4000
1656.0,10000.0,1.2,0,4,4000
1657.0,10000.0,1.2,0,4,4000
1658.0,10000.0,1.2,0,4,4000
1659.0,10000.0,1.2,0,4,4000
1660.0,10000.0,1.2,0,4,4000
1661.0,10000.0,1.2,0,4,4000
1662.0,10000.0,1.2,0,4,4000
1663.0,10000.0,1.2,0,4,4000
1664.0,10000.0,1.2,0,4,4000
1665.0,10000.0,1.2,0,4,4000
1666.0,10000.0,1.2,0,4,4000
1667.0,10000.0,1.2,0,4,4000
1668.0,10000.0,1.2,0,4,4000
1669.0,10000.0,1.2,0,4,4000
1670.0,10000.0,1.2,0,4,4000
1671.0,10000.0,1.2,0,4,4000
1672.0,10000.0,1.2,0,4,4000
1673.0,10000.0,1.2,0,4,4000
1674.0,10000.0,1.2,0,4,4000
1675.0,10000.0,1.2,0,4,4000
1676.0,10000.0,1.2,0,4,4000
1677.0,10000.0,1.2,0,4,4000
1678.0,10000.0,1.2,0,4,4000
1679.0,10000.0,1.2,0,4,4000
1680.0,10000.0,1.2,0,4,4000
1681.0,10000.0,1.2,0,4,4000
1682.0,10000.0,1.2,0,4,4000
1683.0,10000.0,1.2,0,4,4000
1684.0,10000.0,1.2,0,4,4000
1685.0,10000.0,1.2,0,4,4000
1686.0,10000.0,1.2,0,4,4000
1687.0,10000.0,1.2,0,4,4000
1688.0,10000.0,1.2,0,4,4000
1689.0,10000.0,1.2,0,4,4000
1690.0,10000.0,1.2,0,4,4000
1691.0,10000.0,1.2,0,4,4000
1692.0,10000.0,1.2,0,4,4000
1693.0,10000.0,1.2,0,4,4000
1694.0,10000.0,1.2,0,4,4000
1695.0,10000.0,1.2,0,4,4000
1696.0,10000.0,1.2,0,4,4000
1697.0,10000.0,1.2,0,4,4000
1698.0,10000.0,1.2,0,4,4000
1699.0,10000.0,1.2,0,4,4000
1700.0,10000.0,1.2,0,4,4000
1701.0,10000.0,1.2,0,4,4000
1702.0,10000.0,1.2,0,4,4000
1703.0,10000.0,1.2,0,4,4000
1704.0,10000.0,1.2,0,4,4000
1705.0,10000.0,1.2,0,4,4000
1706.0,10000.0,1.2,0,4,4000
1707.0,10000.0,1.2,0,4,4000
1708.0,10000.0,1.2,0,4,4000
1709.0,10000.0,1.2,0,4,4000
1710.0,10000.0,1.2,0,4,4000
1711.0,10000.0,1.2,0,4,4000
1712.0,10000.0,1.2,0,4,4000
1713.0,10000.0,1.2,0,4,4000
1714.0,10000.0,1.2,0,4,4000
1715.0,10000.0,1.2,0,4,4000
1716.0,10000.0,1.2,0,4,4000
1717.0,10000.0,1.2,0,4,4000
1718.0,10000.0,1.2,0,4,4000
1719.0,10000.0,1.2,0,4,4000
1720.0,10000.0,1.2,0,4,4000
1721.0,10000.0,1.2,0,4,4000
1722.0,10000.0,1.2,0,4,4000
1723.0,10000.0,1.2,0,4,4000
1724.0,10000.0,1.2,0,4,4000
1725.0,10000.0,1.2,0,4,4000
1726.0,10000.0,1.2,0,4,4000
1727.0,10000.0,1.2,0,4,4000
1728.0,10000.0,1.2,0,4,4000
1729.0,10000.0,1.2,0,4,4000
1730.0,10000.0,1.2,0,4,4000
1731.0,10000.0,1.2,0,4,4000
1732.0,10000.0,1.2,0,4,4000
1733.0,10000.0,1.2,0,4,4000
1734.0,10000.0,1.2,0,4,4000
1735.0,10000.0,1.2,0,4,4000
1736.0,10000.0,1.2,0,4,4000
1737.0,10000.0,1.2,0,4,4000
1738.0,10000.0,1.2,0,4,4000
1739.0,10000.0,1.2,0,4,4000
1740.0,10000.0,1.2,0,4,4000
1741.0,10000.0,1.2,0,4,4000
1742.0,10000.0,1.2,0,4,4000
1743.0,10000.0,1.2,0,4,4000
1744.0,10000.0,1.2,0,4,4000
1745.0,10000.0,1.2,0,4,4000
1746.0,10000.0,1.2,0,4,4000
1747.0,10000.0,1.2,0,4,4000
1748.0,10000.0,1.2,0,4,4000
1749.0,10000.0,1.2,0,4,4000
1750.0,10000.0,1.2,0,4,4000
1751.0,10000.0,1.2,0,4,4000
1752.0,10000.0,1.2,0,4,4000
1753.0,10000.0,1.2,0,4,4000
1754.0,10000.0,1.2,0,4,4000
1755.0,10000.0,1.2,0,4,4000
1756.0,10000.0,1.2,0,4,4000
1757.0,10000.0,1.2,0,4,4000
1758.0,10000.0,1.2,0,4,4000
1759.0,10000.0,1.2,0,4,4000
1760.0,10000.0,1.2,0,4,4000
1761.0,10000.0,1.2,0,4,4000
1762.0,10000.0,1.2,0,4,4000
1763.0,10000.0,1.2,0,4,4000
1764.0,10000.0,1.2,0,4,4000
1765.0,10000.0,1.2,0,4,4000
1766.0,10000.0,1.2,0,4,4000
1767.0,10000.0,1.2,0,4,4000
1768.0,10000.0,1.2,0,4,4000
1769.0,10000.0,1.2,0,4,4000
1770.0,10000.0,1.2,0,4,4000
1771.0,10000.0,1.2,0,4,4000
1772.0,10000.0,1.2,0,4,4000
1773.0,10000.0,1.2,0,4,4000
1774.0,10000.0,1.2,0,4,4000
1775.0,10000.0,1.2,0,4,4000
1776.0,10000.0,1.2,0,4,4000
1777.0,10000.0,1.2,0,4,4000
1778.0,10000.0,1.2,0,4,4000
1779.0,10000.0,1.2,0,4,4000
1780.0,10000.0,1.2,0,4,4000
1781.0,10000.0,1.2,0,4,4000
1782.0,10000.0,1.2,0,4,4000
1783.0,10000.0,1.2,0,4,4000
1784.0,10000.0,1.2,0,4,4000
1785.0,10000.0,1.2,0,4,4000
1786.0,10000.0,1.2,0,4,4000
1787.0,10000.0,1.2,0,4,4000
1788.0,10000.0,1.2,0,4,4000
1789.0,10000.0,1.2,0,4,4000
1790.0,10000.0,1.2,0,4,4000
1791.0,10000.0,1.2,0,4,4000
1792.0,10000.0,1.2,0,4,4000
1793.0,10000.0,1.2,0,4,4000
1794.0,10000.0,1.2,0,4,4000
1795.0,10000.0,1.2,0,4,4000
1796.0,10000.0,1.2,0,4,4000
1797.0,10000.0,1.2,0,4,4000
1798.0,10000.0,1.2,0,4,4000
1799.0,10000.0,1.2,0,4,4000
1800.0,10000.0,1.2,0,4,4000
1801.0,10000.0,1.2,0,4,4000
1802.0,10000.0,1.2,0,4,4000
1803.0,10000.0,1.2,0,4,4000
1804.0,10000.0,1.2,0,4,4000
1805.0,10000.0,1.2,0,4,4000
1806.0,10000.0,1.2,0,4,4000
1807.0,10000.0,1.2,0,4,4000
1808.0,10000.0,1.2,0,4,4000
1809.0,10000.0,1.2,0,4,4000
1810.0,10000.0,1.2,0,4,4000
1811.0,10000.0,1.2,0,4,4000
1812.0,10000.0,1.2,0,4,4000
1813.0,10000.0,1.2,0,4,4000
1814.0,10000.0,1.2,0,4,4000
1815.0,10000.0,1.2,0,4,4000
1816.0,10000.0,1.2,0,4,4000
1817.0,10000.0,1.2,0,4,4000
1818.0,10000.0,1.2,0,4,4000
1819.0,10000.0,1.2,0,4,4000
1820.0,10000.0,1.2,0,4,4000
1821.0,10000.0,1.2,0,4,4000
1822.0,10000.0,1.2,0,4,4000
1823.0,10000.0,1.2,0,4,4000
1824.0,10000.0,1.2,0,4,4000
1825.0,10000.0,1.2,0,4,4000
1826.0,10000.0,1.2,0,4,4000
1827.0,10000.0,1.2,0,4,4000
1828.0,10000.0,1.2,0,4,4000
1829.0,10000.0,1.2,0,4,4000
1830.0,10000.0,1.2,0,4,4000
1831.0,10000.0,1.2,0,4,4000
1832.0,10000.0,1.2,0,4,4000
1833.0,10000.0,1.2,0,4,4000
1834.0,10000.0,1.2,0,4,4000
1835.0,10000.0,1.2,0,4,4000
1836.0,10000.0,1.2,0,4,4000
1837.0,10000.0,1.2,0,4,4000
1838.0,10000.0,1.2,0,4,4000
1839.0,10000.0,1.2,0,4,4000
1840.0,10000.0,1.2,0,4,4000
1841.0,10000.0,1.2,0,4,4000
1842.0,10000.0,1.2,0,4,4000
1843.0,10000.0,1.2,0,4,4000
1844.0,10000.0,1.2,0,4,4000
1845.0,10000.0,1.2,0,4,4000
1846.0,10000.0,1.2,0,4,4000
1847.0,10000.0,1.2,0,4,4000
1848.0,10000.0,1.2,0,4,4000
1849.0,10000.0,1.2,0,4,4000
1850.0,10000.0,1.2,0,4,4000
1851.0,10000.0,1.2,0,4,4000
1852.0,10000.0,1.2,0,4,4000
1853.0,10000.0,1.2,0,4,4000
1854.0,10000.0,1.2,0,4,4000
1855.0,10000.0,1.2,0,4,4000
1856.0,10000.0,1.2,0,4,4000
1857.0,10000.0,1.2,0,4,4000
1858.0,10000.0,1.2,0,4,4000
1859.0,10000.0,1.2,0,4,4000
1860.0,10000.0,1.2,0,4,4000
1861.0,10000.0,1.2,0,4,4000
1862.0,10000.0,1.2,0,4,4000
1863.0,10000.0,1.2,0,4,4000
1864.0,10000.0,1.2,0,4,4000
1865.0,10000.0,1.2,0,4,4000
1866.0,10000.0,1.2,0,4,4000
1867.0,10000.0,1.2,0,4,4000
1868.0,10000.0,1.2,0,4,4000
1869.0,10000.0,1.2,0,4,4000
1870.0,10000.0,1.2,0,4,4000
1871.0,10000.0,1.2,0,4,4000
1872.0,10000.0,1.2,0,4,4000
1873.0,10000.0,1.2,0,4,4000
1874.0,10000.0,1.2,0,4,4000
1875.0,10000.0,1.2,0,4,4000
1876.0,10000.0,1.2,0,4,4000
1877.0,10000.0,1.2,0,4,4000
1878.0,10000.0,1.2,0,4,4000
1879.0,10000.0,1.2,0,4,4000
1880.0,10000.0,1.2,0,4,4000
1881.0,10000.0,1.2,0,4,4000
1882.0,10000.0,1.2,0,4,4000
1883.0,10000.0,1.2,0,4,4000
1884.0,10000.0,1.2,0,4,4000
1885.0,10000.0,1.2,0,4,4000
1886.0,10000.0,1.2,0,4,4000
1887.0,10000.0,1.2,0,4,4000
1888.0,10000.0,1.2,0,4,4000
1889.0,10000.0,1.2,0,4,4000
1890.0,10000.0,1.2,0,4,4000
1891.0,10000.0,1.2,0,4,4000
1892.0,10000.0,1.2,0,4,4000
1893.0,10000.0,1.2,0,4,4000
1894.0,10000.0,1.2,0,4,4000
1895.0,10000.0,1.2,0,4,4000
1896.0,10000.0,1.2,0,4,4000
1897.0,10000.0,1.2,0,4,4000
1898.0,10000.0,1.2,0,4,4000
1899.0,10000.0,1.2,0,4,4000
1900.0,10000.0,1.2,0,4,4000
1901.0,10000.0,1.2,0,4,4000
1902.0,10000.0,1.2,0,4,4000
1903.0,10000.0,1.2,0,4,4000
1904.0,10000.0,1.2,0,4,4000
1905.0,10000.0,1.2,0,4,4000
1906.0,10000.0,1.2,0,4,4000
1907.0,10000.0,1.2,0,4,4000
1908.0,10000.0,1.2,0,4,4000
1909.0,10000.0,1.2,0,4,4000
1910.0,10000.0,1.2,0,4,4000
1911.0,10000.0,1.2,0,4,4000
1912.0,10000.0,1.2,0,4,4000
1913.0,10000.0,1.2,0,4,4000
1914.0,10000.0,1.2,0,4,4000
1915.0,10000.0,1.2,0,4,4000
1916.0,10000.0,1.2,0,4,4000
1917.0,10000.0,1.2,0,4,4000
1918.0,10000.0,1.2,0,4,4000
1919.0,10000.0,1.2,0,4,4000
1920.0,10000.0,1.2,0,4,4000
1921.0,10000.0,1.2,0,4,4000
1922.0,10000.0,1.2,0,4,4000
1923.0,10000.0,1.2,0,4,4000
1924.0,10000.0,1.2,0,4,4000
1925.0,10000.0,1.2,0,4,4000
1926.0,10000.0,1.2,0,4,4000
1927.0,10000.0,1.2,0,4,4000
1928.0,10000.0,1.2,0,4,4000
1929.0,10000.0,1.2,0,4,4000
1930.0,10000.0,1.2,0,4,4000
1931.0,10000.0,1.2,0,4,4000
1932.0,10000.0,1.2,0,4,4000
1933.0,10000.0,1.2,0,4,4000
1934.0,10000.0,1.2,0,4,4000
1935.0,10000.0,1.2,0,4,4000
1936.0,10000.0,1.2,0,4,4000
1937.0,10000.0,1.2,0,4,4000
1938.0,10000.0,1.2,0,4,4000
1939.0,10000.0,1.2,0,4,4000
1940.0,10000.0,1.2,0,4,4000
1941.0,10000.0,1.2,0,4,4000
1942.0,10000.0,1.2,0,4,4000
1943.0,10000.0,1.2,0,4,4000
1944.0,10000.0,1.2,0,4,4000
1945.0,10000.0,1.2,0,4,4000
1946.0,10000.0,1.2,0,4,4000
1947.0,10000.0,1.2,0,4,4000
1948.0,10000.0,1.2,0,4,4000
1949.0,10000.0,1.2,0,4,4000
1950.0,10000.0,1.2,0,4,4000
1951.0,10000.0,1.2,0,4,4000
1952.0,10000.0,1.2,0,4,4000
1953.0,10000.0,1.2,0,4,4000
1954.0,10000.0,1.2,0,4,4000
1955.0,10000.0,1.2,0,4,4000
1956.0,10000.0,1.2,0,4,4000
1957.0,10000.0,1.2,0,4,4000
1958.0,10000.0,1.2,0,4,4000
1959.0,10000.0,1.2,0,4,4000
1960.0,10000.0,1.2,0,4,4000
