Time,sources.ramp.height,sources.ramp.duration,sources.ramp.y,sources.ramp.offset,sources.ramp.startTime,sources.sine.amplitude,sources.sine.f,sources.sine.phase,sources.sine.y,sources.sine.offset,sources.sine.startTime,sources.freq_output,sources.ramp_output,sources.sine1.amplitude,sources.sine1.f,sources.sine1.phase,sources.sine1.y,sources.sine1.offset,sources.sine1.startTime,sources.ramp1.height,sources.ramp1.duration,sources.ramp1.y,sources.ramp1.offset,sources.ramp1.startTime,sources.multiSum.significantDigits,sources.multiSum.u[1],sources.multiSum.u[2],sources.multiSum.y,sources.multiSum.k[1],sources.multiSum.k[2],sources.ramp_freq_output,sources.f,LET1.output_1,LET1.input_1,LET1.fixedDelay.u,LET1.fixedDelay.y,LET1.fixedDelay.delayTime,LET1.delayTime,C1.output_1,C1.input_1,C1.fixedDelay.u,C1.fixedDelay.y,C1.fixedDelay.delayTime,C1.delayTime,LET2.output_1,LET2.input_1,LET2.fixedDelay.u,LET2.fixedDelay.y,LET2.fixedDelay.delayTime,LET2.delayTime,C2.output_1,C2.input_1,C2.fixedDelay.u,C2.fixedDelay.y,C2.fixedDelay.delayTime,C2.delayTime,LET3.output_1,LET3.input_1,LET3.fixedDelay.u,LET3.fixedDelay.y,LET3.fixedDelay.delayTime,LET3.delayTime,C3.output_1,C3.input_1,C3.fixedDelay.u,C3.fixedDelay.y,C3.fixedDelay.delayTime,C3.delayTime,LET4.output_1,LET4.input_1,LET4.fixedDelay.u,LET4.fixedDelay.y,LET4.fixedDelay.delayTime,LET4.delayTime,C4.output_1,C4.input_1,C4.fixedDelay.u,C4.fixedDelay.y,C4.fixedDelay.delayTime,C4.delayTime,LET5.output_1,LET5.input_1,LET5.fixedDelay.u,LET5.fixedDelay.y,LET5.fixedDelay.delayTime,LET5.delayTime
0.229,5,5,1,1,1,1,10,0,0.96858317,0,0,0.96858317,1,1,1,0,0.9913076,0,0,5,5,1,1,1,3,0.9913076,1,1.9913076,1,1,1.9913076,10,0.9980267,0.96858317,0.96858317,0.9980267,0.003,0.003,1,0.9980267,0.9980267,1,0.001,0.001,0.9921147,1,1,0.9921147,0.002,0.002,0.9822872,0.9921147,0.9921147,0.9822872,0.001,0.001,0.87630665,0.9822872,0.9822872,0.87630665,0.005,0.005,0.809017,0.87630665,0.87630665,0.809017,0.002,0.002,0.58778524,0.809017,0.809017,0.58778524,0.005,0.005,0.48175368,0.58778524,0.58778524,0.48175368,0.002,0.002,0.06279052,0.48175368,0.48175368,0.06279052,0.007,0.007
0.23,5,5,1,1,1,1,10,0,0.95105654,0,0,0.95105654,1,1,1,0,0.9921147,0,0,5,5,1,1,1,3,0.9921147,1,1.9921147,1,1,1.9921147,10,0.9921147,0.95105654,0.95105654,0.9921147,0.003,0.003,0.9980267,0.9921147,0.9921147,0.9980267,0.001,0.001,0.9980267,0.9980267,0.9980267,0.9980267,0.002,0.002,0.9921147,0.9980267,0.9980267,0.9921147,0.001,0.001,0.90482706,0.9921147,0.9921147,0.90482706,0.005,0.005,0.8443279,0.90482706,0.90482706,0.8443279,0.002,0.002,0.637424,0.8443279,0.8443279,0.637424,0.005,0.005,0.5358268,0.637424,0.637424,0.5358268,0.002,0.002,0.12533323,0.5358268,0.5358268,0.12533323,0.007,0.007
0.231,5,5,1,1,1,1,10,0,0.9297765,0,0,0.9297765,1,1,1,0,0.9928826,0,0,5,5,1,1,1,3,0.9928826,1,1.9928826,1,1,1.9928826,10,0.9822872,0.9297765,0.9297765,0.9822872,0.003,0.003,0.9921147,0.9822872,0.9822872,0.9921147,0.001,0.001,1,0.9921147,0.9921147,1,0.002,0.002,0.9980267,1,1,0.9980267,0.001,0.001,0.9297765,0.9980267,0.9980267,0.9297765,0.005,0.005,0.87630665,0.9297765,0.9297765,0.87630665,0.002,0.002,0.6845471,0.87630665,0.87630665,0.6845471,0.005,0.005,0.58778524,0.6845471,0.6845471,0.58778524,0.002,0.002,0.18738131,0.58778524,0.58778524,0.18738131,0.007,0.007
0.232,5,5,1,1,1,1,10,0,0.90482706,0,0,0.90482706,1,1,1,0,0.99361134,0,0,5,5,1,1,1,3,0.99361134,1,1.9936113,1,1,1.9936113,10,0.96858317,0.90482706,0.90482706,0.96858317,0.003,0.003,0.9822872,0.96858317,0.96858317,0.9822872,0.001,0.001,0.9980267,0.9822872,0.9822872,0.9980267,0.002,0.002,1,0.9980267,0.9980267,1,0.001,0.001,0.95105654,1,1,0.95105654,0.005,0.005,0.90482706,0.95105654,0.95105654,0.90482706,0.002,0.002,0.7289686,0.90482706,0.90482706,0.7289686,0.005,0.005,0.637424,0.7289686,0.7289686,0.637424,0.002,0.002,0.24868989,0.637424,0.637424,0.24868989,0.007,0.007
0.233,5,5,1,1,1,1,10,0,0.87630665,0,0,0.87630665,1,1,1,0,0.9943008,0,0,5,5,1,1,1,3,0.9943008,1,1.9943008,1,1,1.9943008,10,0.95105654,0.87630665,0.87630665,0.95105654,0.003,0.003,0.96858317,0.95105654,0.95105654,0.96858317,0.001,0.001,0.9921147,0.96858317,0.96858317,0.9921147,0.002,0.002,0.9980267,0.9921147,0.9921147,0.9980267,0.001,0.001,0.96858317,0.9980267,0.9980267,0.96858317,0.005,0.005,0.9297765,0.96858317,0.96858317,0.9297765,0.002,0.002,0.77051324,0.9297765,0.9297765,0.77051324,0.005,0.005,0.6845471,0.77051324,0.77051324,0.6845471,0.002,0.002,0.309017,0.6845471,0.6845471,0.309017,0.007,0.007
0.234,5,5,1,1,1,1,10,0,0.8443279,0,0,0.8443279,1,1,1,0,0.994951,0,0,5,5,1,1,1,3,0.994951,1,1.994951,1,1,1.994951,10,0.9297765,0.8443279,0.8443279,0.9297765,0.003,0.003,0.95105654,0.9297765,0.9297765,0.95105654,0.001,0.001,0.9822872,0.95105654,0.95105654,0.9822872,0.002,0.002,0.9921147,0.9822872,0.9822872,0.9921147,0.001,0.001,0.9822872,0.9921147,0.9921147,0.9822872,0.005,0.005,0.95105654,0.9822872,0.9822872,0.95105654,0.002,0.002,0.809017,0.95105654,0.95105654,0.809017,0.005,0.005,0.7289686,0.809017,0.809017,0.7289686,0.002,0.002,0.36812454,0.7289686,0.7289686,0.36812454,0.007,0.007
0.235,5,5,1,1,1,1,10,0,0.809017,0,0,0.809017,1,1,1,0,0.99556196,0,0,5,5,1,1,1,3,0.99556196,1,1.995562,1,1,1.995562,10,0.90482706,0.809017,0.809017,0.90482706,0.003,0.003,0.9297765,0.90482706,0.90482706,0.9297765,0.001,0.001,0.96858317,0.9297765,0.9297765,0.96858317,0.002,0.002,0.9822872,0.96858317,0.96858317,0.9822872,0.001,0.001,0.9921147,0.9822872,0.9822872,0.9921147,0.005,0.005,0.96858317,0.9921147,0.9921147,0.96858317,0.002,0.002,0.8443279,0.96858317,0.96858317,0.8443279,0.005,0.005,0.77051324,0.8443279,0.8443279,0.77051324,0.002,0.002,0.42577928,0.77051324,0.77051324,0.42577928,0.007,0.007
0.236,5,5,1,1,1,1,10,0,0.77051324,0,0,0.77051324,1,1,1,0,0.9961336,0,0,5,5,1,1,1,3,0.9961336,1,1.9961336,1,1,1.9961336,10,0.87630665,0.77051324,0.77051324,0.87630665,0.003,0.003,0.90482706,0.87630665,0.87630665,0.90482706,0.001,0.001,0.95105654,0.90482706,0.90482706,0.95105654,0.002,0.002,0.96858317,0.95105654,0.95105654,0.96858317,0.001,0.001,0.9980267,0.96858317,0.96858317,0.9980267,0.005,0.005,0.9822872,0.9980267,0.9980267,0.9822872,0.002,0.002,0.87630665,0.9822872,0.9822872,0.87630665,0.005,0.005,0.809017,0.87630665,0.87630665,0.809017,0.002,0.002,0.48175368,0.809017,0.809017,0.48175368,0.007,0.007
0.237,5,5,1,1,1,1,10,0,0.7289686,0,0,0.7289686,1,1,1,0,0.99666595,0,0,5,5,1,1,1,3,0.99666595,1,1.996666,1,1,1.996666,10,0.8443279,0.7289686,0.7289686,0.8443279,0.003,0.003,0.87630665,0.8443279,0.8443279,0.87630665,0.001,0.001,0.9297765,0.87630665,0.87630665,0.9297765,0.002,0.002,0.95105654,0.9297765,0.9297765,0.95105654,0.001,0.001,1,0.95105654,0.95105654,1,0.005,0.005,0.9921147,1,1,0.9921147,0.002,0.002,0.90482706,0.9921147,0.9921147,0.90482706,0.005,0.005,0.8443279,0.90482706,0.90482706,0.8443279,0.002,0.002,0.5358268,0.8443279,0.8443279,0.5358268,0.007,0.007
0.238,5,5,1,1,1,1,10,0,0.6845471,0,0,0.6845471,1,1,1,0,0.9971589,0,0,5,5,1,1,1,3,0.9971589,1,1.9971589,1,1,1.9971589,10,0.809017,0.6845471,0.6845471,0.809017,0.003,0.003,0.8443279,0.809017,0.809017,0.8443279,0.001,0.001,0.90482706,0.8443279,0.8443279,0.90482706,0.002,0.002,0.9297765,0.90482706,0.90482706,0.9297765,0.001,0.001,0.9980267,0.9297765,0.9297765,0.9980267,0.005,0.005,0.9980267,0.9980267,0.9980267,0.9980267,0.002,0.002,0.9297765,0.9980267,0.9980267,0.9297765,0.005,0.005,0.87630665,0.9297765,0.9297765,0.87630665,0.002,0.002,0.58778524,0.87630665,0.87630665,0.58778524,0.007,0.007
0.239,5,5,1,1,1,1,10,0,0.637424,0,0,0.637424,1,1,1,0,0.99761254,0,0,5,5,1,1,1,3,0.99761254,1,1.9976125,1,1,1.9976125,10,0.77051324,0.637424,0.637424,0.77051324,0.003,0.003,0.809017,0.77051324,0.77051324,0.809017,0.001,0.001,0.87630665,0.809017,0.809017,0.87630665,0.002,0.002,0.90482706,0.87630665,0.87630665,0.90482706,0.001,0.001,0.9921147,0.90482706,0.90482706,0.9921147,0.005,0.005,1,0.9921147,0.9921147,1,0.002,0.002,0.95105654,1,1,0.95105654,0.005,0.005,0.90482706,0.95105654,0.95105654,0.90482706,0.002,0.002,0.637424,0.90482706,0.90482706,0.637424,0.007,0.007
0.24,5,5,1,1,1,1,10,0,0.58778524,0,0,0.58778524,1,1,1,0,0.9980267,0,0,5,5,1,1,1,3,0.9980267,1,1.9980267,1,1,1.9980267,10,0.7289686,0.58778524,0.58778524,0.7289686,0.003,0.003,0.77051324,0.7289686,0.7289686,0.77051324,0.001,0.001,0.8443279,0.77051324,0.77051324,0.8443279,0.002,0.002,0.87630665,0.8443279,0.8443279,0.87630665,0.001,0.001,0.9822872,0.87630665,0.87630665,0.9822872,0.005,0.005,0.9980267,0.9822872,0.9822872,0.9980267,0.002,0.002,0.96858317,0.9980267,0.9980267,0.96858317,0.005,0.005,0.9297765,0.96858317,0.96858317,0.9297765,0.002,0.002,0.6845471,0.9297765,0.9297765,0.6845471,0.007,0.007
0.241,5,5,1,1,1,1,10,0,0.5358268,0,0,0.5358268,1,1,1,0,0.9984015,0,0,5,5,1,1,1,3,0.9984015,1,1.9984015,1,1,1.9984015,10,0.6845471,0.5358268,0.5358268,0.6845471,0.003,0.003,0.7289686,0.6845471,0.6845471,0.7289686,0.001,0.001,0.809017,0.7289686,0.7289686,0.809017,0.002,0.002,0.8443279,0.809017,0.809017,0.8443279,0.001,0.001,0.96858317,0.8443279,0.8443279,0.96858317,0.005,0.005,0.9921147,0.96858317,0.96858317,0.9921147,0.002,0.002,0.9822872,0.9921147,0.9921147,0.9822872,0.005,0.005,0.95105654,0.9822872,0.9822872,0.95105654,0.002,0.002,0.7289686,0.95105654,0.95105654,0.7289686,0.007,0.007
0.242,5,5,1,1,1,1,10,0,0.48175368,0,0,0.48175368,1,1,1,0,0.998737,0,0,5,5,1,1,1,3,0.998737,1,1.998737,1,1,1.998737,10,0.637424,0.48175368,0.48175368,0.637424,0.003,0.003,0.6845471,0.637424,0.637424,0.6845471,0.001,0.001,0.77051324,0.6845471,0.6845471,0.77051324,0.002,0.002,0.809017,0.77051324,0.77051324,0.809017,0.001,0.001,0.95105654,0.809017,0.809017,0.95105654,0.005,0.005,0.9822872,0.95105654,0.95105654,0.9822872,0.002,0.002,0.9921147,0.9822872,0.9822872,0.9921147,0.005,0.005,0.96858317,0.9921147,0.9921147,0.96858317,0.002,0.002,0.77051324,0.96858317,0.96858317,0.77051324,0.007,0.007
0.243,5,5,1,1,1,1,10,0,0.42577928,0,0,0.42577928,1,1,1,0,0.9990329,0,0,5,5,1,1,1,3,0.9990329,1,1.999033,1,1,1.999033,10,0.58778524,0.42577928,0.42577928,0.58778524,0.003,0.003,0.637424,0.58778524,0.58778524,0.637424,0.001,0.001,0.7289686,0.637424,0.637424,0.7289686,0.002,0.002,0.77051324,0.7289686,0.7289686,0.77051324,0.001,0.001,0.9297765,0.77051324,0.77051324,0.9297765,0.005,0.005,0.96858317,0.9297765,0.9297765,0.96858317,0.002,0.002,0.9980267,0.96858317,0.96858317,0.9980267,0.005,0.005,0.9822872,0.9980267,0.9980267,0.9822872,0.002,0.002,0.809017,0.9822872,0.9822872,0.809017,0.007,0.007
0.244,5,5,1,1,1,1,10,0,0.36812454,0,0,0.36812454,1,1,1,0,0.99928945,0,0,5,5,1,1,1,3,0.99928945,1,1.9992895,1,1,1.9992895,10,0.5358268,0.36812454,0.36812454,0.5358268,0.003,0.003,0.58778524,0.5358268,0.5358268,0.58778524,0.001,0.001,0.6845471,0.58778524,0.58778524,0.6845471,0.002,0.002,0.7289686,0.6845471,0.6845471,0.7289686,0.001,0.001,0.90482706,0.7289686,0.7289686,0.90482706,0.005,0.005,0.95105654,0.90482706,0.90482706,0.95105654,0.002,0.002,1,0.95105654,0.95105654,1,0.005,0.005,0.9921147,1,1,0.9921147,0.002,0.002,0.8443279,0.9921147,0.9921147,0.8443279,0.007,0.007
0.245,5,5,1,1,1,1,10,0,0.309017,0,0,0.309017,1,1,1,0,0.99950653,0,0,5,5,1,1,1,3,0.99950653,1,1.9995066,1,1,1.9995066,10,0.48175368,0.309017,0.309017,0.48175368,0.003,0.003,0.5358268,0.48175368,0.48175368,0.5358268,0.001,0.001,0.637424,0.5358268,0.5358268,0.637424,0.002,0.002,0.6845471,0.637424,0.637424,0.6845471,0.001,0.001,0.87630665,0.6845471,0.6845471,0.87630665,0.005,0.005,0.9297765,0.87630665,0.87630665,0.9297765,0.002,0.002,0.9980267,0.9297765,0.9297765,0.9980267,0.005,0.005,0.9980267,0.9980267,0.9980267,0.9980267,0.002,0.002,0.87630665,0.9980267,0.9980267,0.87630665,0.007,0.007
0.246,5,5,1,1,1,1,10,0,0.24868989,0,0,0.24868989,1,1,1,0,0.9996842,0,0,5,5,1,1,1,3,0.9996842,1,1.9996842,1,1,1.9996842,10,0.42577928,0.24868989,0.24868989,0.42577928,0.003,0.003,0.48175368,0.42577928,0.42577928,0.48175368,0.001,0.001,0.58778524,0.48175368,0.48175368,0.58778524,0.002,0.002,0.637424,0.58778524,0.58778524,0.637424,0.001,0.001,0.8443279,0.637424,0.637424,0.8443279,0.005,0.005,0.90482706,0.8443279,0.8443279,0.90482706,0.002,0.002,0.9921147,0.90482706,0.90482706,0.9921147,0.005,0.005,1,0.9921147,0.9921147,1,0.002,0.002,0.90482706,1,1,0.90482706,0.007,0.007
0.247,5,5,1,1,1,1,10,0,0.18738131,0,0,0.18738131,1,1,1,0,0.9998224,0,0,5,5,1,1,1,3,0.9998224,1,1.9998224,1,1,1.9998224,10,0.36812454,0.18738131,0.18738131,0.36812454,0.003,0.003,0.42577928,0.36812454,0.36812454,0.42577928,0.001,0.001,0.5358268,0.42577928,0.42577928,0.5358268,0.002,0.002,0.58778524,0.5358268,0.5358268,0.58778524,0.001,0.001,0.809017,0.58778524,0.58778524,0.809017,0.005,0.005,0.87630665,0.809017,0.809017,0.87630665,0.002,0.002,0.9822872,0.87630665,0.87630665,0.9822872,0.005,0.005,0.9980267,0.9822872,0.9822872,0.9980267,0.002,0.002,0.9297765,0.9980267,0.9980267,0.9297765,0.007,0.007
0.248,5,5,1,1,1,1,10,0,0.12533323,0,0,0.12533323,1,1,1,0,0.999921,0,0,5,5,1,1,1,3,0.999921,1,1.9999211,1,1,1.9999211,10,0.309017,0.12533323,0.12533323,0.309017,0.003,0.003,0.36812454,0.309017,0.309017,0.36812454,0.001,0.001,0.48175368,0.36812454,0.36812454,0.48175368,0.002,0.002,0.5358268,0.48175368,0.48175368,0.5358268,0.001,0.001,0.77051324,0.5358268,0.5358268,0.77051324,0.005,0.005,0.8443279,0.77051324,0.77051324,0.8443279,0.002,0.002,0.96858317,0.8443279,0.8443279,0.96858317,0.005,0.005,0.9921147,0.96858317,0.96858317,0.9921147,0.002,0.002,0.95105654,0.9921147,0.9921147,0.95105654,0.007,0.007
0.249,5,5,1,1,1,1,10,0,0.06279052,0,0,0.06279052,1,1,1,0,0.9999803,0,0,5,5,1,1,1,3,0.9999803,1,1.9999802,1,1,1.9999802,10,0.24868989,0.06279052,0.06279052,0.24868989,0.003,0.003,0.309017,0.24868989,0.24868989,0.309017,0.001,0.001,0.42577928,0.309017,0.309017,0.42577928,0.002,0.002,0.48175368,0.42577928,0.42577928,0.48175368,0.001,0.001,0.7289686,0.48175368,0.48175368,0.7289686,0.005,0.005,0.809017,0.7289686,0.7289686,0.809017,0.002,0.002,0.95105654,0.809017,0.809017,0.95105654,0.005,0.005,0.9822872,0.95105654,0.95105654,0.9822872,0.002,0.002,0.96858317,0.9822872,0.9822872,0.96858317,0.007,0.007
0.25,5,5,1,1,1,1,10,0,6.123234e-16,0,0,6.123234e-16,1,1,1,0,1,0,0,5,5,1,1,1,3,1,1,2,1,1,2,10,0.18738131,6.123234e-16,6.123234e-16,0.18738131,0.003,0.003,0.24868989,0.18738131,0.18738131,0.24868989,0.001,0.001,0.36812454,0.24868989,0.24868989,0.36812454,0.002,0.002,0.42577928,0.36812454,0.36812454,0.42577928,0.001,0.001,0.6845471,0.42577928,0.42577928,0.6845471,0.005,0.005,0.77051324,0.6845471,0.6845471,0.77051324,0.002,0.002,0.9297765,0.77051324,0.77051324,0.9297765,0.005,0.005,0.96858317,0.9297765,0.9297765,0.96858317,0.002,0.002,0.9822872,0.96858317,0.96858317,0.9822872,0.007,0.007
0.251,5,5,1,1,1,1,10,0,-0.06279052,0,0,-0.06279052,1,1,1,0,0.9999803,0,0,5,5,1,1,1,3,0.9999803,1,1.9999802,1,1,1.9999802,10,0.12533323,-0.06279052,-0.06279052,0.12533323,0.003,0.003,0.18738131,0.12533323,0.12533323,0.18738131,0.001,0.001,0.309017,0.18738131,0.18738131,0.309017,0.002,0.002,0.36812454,0.309017,0.309017,0.36812454,0.001,0.001,0.637424,0.36812454,0.36812454,0.637424,0.005,0.005,0.7289686,0.637424,0.637424,0.7289686,0.002,0.002,0.90482706,0.7289686,0.7289686,0.90482706,0.005,0.005,0.95105654,0.90482706,0.90482706,0.95105654,0.002,0.002,0.9921147,0.95105654,0.95105654,0.9921147,0.007,0.007
0.252,5,5,1,1,1,1,10,0,-0.12533323,0,0,-0.12533323,1,1,1,0,0.999921,0,0,5,5,1,1,1,3,0.999921,1,1.9999211,1,1,1.9999211,10,0.06279052,-0.12533323,-0.12533323,0.06279052,0.003,0.003,0.12533323,0.06279052,0.06279052,0.12533323,0.001,0.001,0.24868989,0.12533323,0.12533323,0.24868989,0.002,0.002,0.309017,0.24868989,0.24868989,0.309017,0.001,0.001,0.58778524,0.309017,0.309017,0.58778524,0.005,0.005,0.6845471,0.58778524,0.58778524,0.6845471,0.002,0.002,0.87630665,0.6845471,0.6845471,0.87630665,0.005,0.005,0.9297765,0.87630665,0.87630665,0.9297765,0.002,0.002,0.9980267,0.9297765,0.9297765,0.9980267,0.007,0.007
0.253,5,5,1,1,1,1,10,0,-0.18738131,0,0,-0.18738131,1,1,1,0,0.9998224,0,0,5,5,1,1,1,3,0.9998224,1,1.9998224,1,1,1.9998224,10,6.1062266e-16,-0.18738131,-0.18738131,6.1062266e-16,0.003,0.003,0.06279052,6.1062266e-16,6.1062266e-16,0.06279052,0.001,0.001,0.18738131,0.06279052,0.06279052,0.18738131,0.002,0.002,0.24868989,0.18738131,0.18738131,0.24868989,0.001,0.001,0.5358268,0.24868989,0.24868989,0.5358268,0.005,0.005,0.637424,0.5358268,0.5358268,0.637424,0.002,0.002,0.8443279,0.637424,0.637424,0.8443279,0.005,0.005,0.90482706,0.8443279,0.8443279,0.90482706,0.002,0.002,1,0.90482706,0.90482706,1,0.007,0.007
0.254,5,5,1,1,1,1,10,0,-0.24868989,0,0,-0.24868989,1,1,1,0,0.9996842,0,0,5,5,1,1,1,3,0.9996842,1,1.9996842,1,1,1.9996842,10,-0.06279052,-0.24868989,-0.24868989,-0.06279052,0.003,0.003,6.1062266e-16,-0.06279052,-0.06279052,6.1062266e-16,0.001,0.001,0.12533323,6.1062266e-16,6.1062266e-16,0.12533323,0.002,0.002,0.18738131,0.12533323,0.12533323,0.18738131,0.001,0.001,0.48175368,0.18738131,0.18738131,0.48175368,0.005,0.005,0.58778524,0.48175368,0.48175368,0.58778524,0.002,0.002,0.809017,0.58778524,0.58778524,0.809017,0.005,0.005,0.87630665,0.809017,0.809017,0.87630665,0.002,0.002,0.9980267,0.87630665,0.87630665,0.9980267,0.007,0.007
0.255,5,5,1,1,1,1,10,0,-0.309017,0,0,-0.309017,1,1,1,0,0.99950653,0,0,5,5,1,1,1,3,0.99950653,1,1.9995066,1,1,1.9995066,10,-0.12533323,-0.309017,-0.309017,-0.12533323,0.003,0.003,-0.06279052,-0.12533323,-0.12533323,-0.06279052,0.001,0.001,0.06279052,-0.06279052,-0.06279052,0.06279052,0.002,0.002,0.12533323,0.06279052,0.06279052,0.12533323,0.001,0.001,0.42577928,0.12533323,0.12533323,0.42577928,0.005,0.005,0.5358268,0.42577928,0.42577928,0.5358268,0.002,0.002,0.77051324,0.5358268,0.5358268,0.77051324,0.005,0.005,0.8443279,0.77051324,0.77051324,0.8443279,0.002,0.002,0.9921147,0.8443279,0.8443279,0.9921147,0.007,0.007
0.256,5,5,1,1,1,1,10,0,-0.36812454,0,0,-0.36812454,1,1,1,0,0.99928945,0,0,5,5,1,1,1,3,0.99928945,1,1.9992895,1,1,1.9992895,10,-0.18738131,-0.36812454,-0.36812454,-0.18738131,0.003,0.003,-0.12533323,-0.18738131,-0.18738131,-0.12533323,0.001,0.001,6.1062266e-16,-0.12533323,-0.12533323,6.1062266e-16,0.002,0.002,0.06279052,6.1062266e-16,6.1062266e-16,0.06279052,0.001,0.001,0.36812454,0.06279052,0.06279052,0.36812454,0.005,0.005,0.48175368,0.36812454,0.36812454,0.48175368,0.002,0.002,0.7289686,0.48175368,0.48175368,0.7289686,0.005,0.005,0.809017,0.7289686,0.7289686,0.809017,0.002,0.002,0.9822872,0.809017,0.809017,0.9822872,0.007,0.007
0.257,5,5,1,1,1,1,10,0,-0.42577928,0,0,-0.42577928,1,1,1,0,0.9990329,0,0,5,5,1,1,1,3,0.9990329,1,1.999033,1,1,1.999033,10,-0.24868989,-0.42577928,-0.42577928,-0.24868989,0.003,0.003,-0.18738131,-0.24868989,-0.24868989,-0.18738131,0.001,0.001,-0.06279052,-0.18738131,-0.18738131,-0.06279052,0.002,0.002,6.1062266e-16,-0.06279052,-0.06279052,6.1062266e-16,0.001,0.001,0.309017,6.1062266e-16,6.1062266e-16,0.309017,0.005,0.005,0.42577928,0.309017,0.309017,0.42577928,0.002,0.002,0.6845471,0.42577928,0.42577928,0.6845471,0.005,0.005,0.77051324,0.6845471,0.6845471,0.77051324,0.002,0.002,0.96858317,0.77051324,0.77051324,0.96858317,0.007,0.007
0.258,5,5,1,1,1,1,10,0,-0.48175368,0,0,-0.48175368,1,1,1,0,0.998737,0,0,5,5,1,1,1,3,0.998737,1,1.998737,1,1,1.998737,10,-0.309017,-0.48175368,-0.48175368,-0.309017,0.003,0.003,-0.24868989,-0.309017,-0.309017,-0.24868989,0.001,0.001,-0.12533323,-0.24868989,-0.24868989,-0.12533323,0.002,0.002,-0.06279052,-0.12533323,-0.12533323,-0.06279052,0.001,0.001,0.24868989,-0.06279052,-0.06279052,0.24868989,0.005,0.005,0.36812454,0.24868989,0.24868989,0.36812454,0.002,0.002,0.637424,0.36812454,0.36812454,0.637424,0.005,0.005,0.7289686,0.637424,0.637424,0.7289686,0.002,0.002,0.95105654,0.7289686,0.7289686,0.95105654,0.007,0.007
0.259,5,5,1,1,1,1,10,0,-0.5358268,0,0,-0.5358268,1,1,1,0,0.9984015,0,0,5,5,1,1,1,3,0.9984015,1,1.9984015,1,1,1.9984015,10,-0.36812454,-0.5358268,-0.5358268,-0.36812454,0.003,0.003,-0.309017,-0.36812454,-0.36812454,-0.309017,0.001,0.001,-0.18738131,-0.309017,-0.309017,-0.18738131,0.002,0.002,-0.12533323,-0.18738131,-0.18738131,-0.12533323,0.001,0.001,0.18738131,-0.12533323,-0.12533323,0.18738131,0.005,0.005,0.309017,0.18738131,0.18738131,0.309017,0.002,0.002,0.58778524,0.309017,0.309017,0.58778524,0.005,0.005,0.6845471,0.58778524,0.58778524,0.6845471,0.002,0.002,0.9297765,0.6845471,0.6845471,0.9297765,0.007,0.007
0.26,5,5,1,1,1,1,10,0,-0.58778524,0,0,-0.58778524,1,1,1,0,0.9980267,0,0,5,5,1,1,1,3,0.9980267,1,1.9980267,1,1,1.9980267,10,-0.42577928,-0.58778524,-0.58778524,-0.42577928,0.003,0.003,-0.36812454,-0.42577928,-0.42577928,-0.36812454,0.001,0.001,-0.24868989,-0.36812454,-0.36812454,-0.24868989,0.002,0.002,-0.18738131,-0.24868989,-0.24868989,-0.18738131,0.001,0.001,0.12533323,-0.18738131,-0.18738131,0.12533323,0.005,0.005,0.24868989,0.12533323,0.12533323,0.24868989,0.002,0.002,0.5358268,0.24868989,0.24868989,0.5358268,0.005,0.005,0.637424,0.5358268,0.5358268,0.637424,0.002,0.002,0.90482706,0.637424,0.637424,0.90482706,0.007,0.007
0.261,5,5,1,1,1,1,10,0,-0.637424,0,0,-0.637424,1,1,1,0,0.99761254,0,0,5,5,1,1,1,3,0.99761254,1,1.9976125,1,1,1.9976125,10,-0.48175368,-0.637424,-0.637424,-0.48175368,0.003,0.003,-0.42577928,-0.48175368,-0.48175368,-0.42577928,0.001,0.001,-0.309017,-0.42577928,-0.42577928,-0.309017,0.002,0.002,-0.24868989,-0.309017,-0.309017,-0.24868989,0.001,0.001,0.06279052,-0.24868989,-0.24868989,0.06279052,0.005,0.005,0.18738131,0.06279052,0.06279052,0.18738131,0.002,0.002,0.48175368,0.18738131,0.18738131,0.48175368,0.005,0.005,0.58778524,0.48175368,0.48175368,0.58778524,0.002,0.002,0.87630665,0.58778524,0.58778524,0.87630665,0.007,0.007
0.262,5,5,1,1,1,1,10,0,-0.6845471,0,0,-0.6845471,1,1,1,0,0.9971589,0,0,5,5,1,1,1,3,0.9971589,1,1.9971589,1,1,1.9971589,10,-0.5358268,-0.6845471,-0.6845471,-0.5358268,0.003,0.003,-0.48175368,-0.5358268,-0.5358268,-0.48175368,0.001,0.001,-0.36812454,-0.48175368,-0.48175368,-0.36812454,0.002,0.002,-0.309017,-0.36812454,-0.36812454,-0.309017,0.001,0.001,6.1062266e-16,-0.309017,-0.309017,6.1062266e-16,0.005,0.005,0.12533323,6.1062266e-16,6.1062266e-16,0.12533323,0.002,0.002,0.42577928,0.12533323,0.12533323,0.42577928,0.005,0.005,0.5358268,0.42577928,0.42577928,0.5358268,0.002,0.002,0.8443279,0.5358268,0.5358268,0.8443279,0.007,0.007
