Time,sources.ramp.height,sources.ramp.duration,sources.ramp.y,sources.ramp.offset,sources.ramp.startTime,sources.sine.amplitude,sources.sine.f,sources.sine.phase,sources.sine.y,sources.sine.offset,sources.sine.startTime,sources.freq_output,sources.ramp_output,sources.sine1.amplitude,sources.sine1.f,sources.sine1.phase,sources.sine1.y,sources.sine1.offset,sources.sine1.startTime,sources.ramp1.height,sources.ramp1.duration,sources.ramp1.y,sources.ramp1.offset,sources.ramp1.startTime,sources.multiSum.significantDigits,sources.multiSum.u[1],sources.multiSum.u[2],sources.multiSum.y,sources.multiSum.k[1],sources.multiSum.k[2],sources.ramp_freq_output,sources.f,LET1.output_1,LET1.input_1,LET1.fixedDelay.u,LET1.fixedDelay.y,LET1.fixedDelay.delayTime,LET1.delayTime,C1.output_1,C1.input_1,C1.fixedDelay.u,C1.fixedDelay.y,C1.fixedDelay.delayTime,C1.delayTime,LET2.output_1,LET2.input_1,LET2.fixedDelay.u,LET2.fixedDelay.y,LET2.fixedDelay.delayTime,LET2.delayTime,C2.output_1,C2.input_1,C2.fixedDelay.u,C2.fixedDelay.y,C2.fixedDelay.delayTime,C2.delayTime,LET3.output_1,LET3.input_1,LET3.fixedDelay.u,LET3.fixedDelay.y,LET3.fixedDelay.delayTime,LET3.delayTime,C3.output_1,C3.input_1,C3.fixedDelay.u,C3.fixedDelay.y,C3.fixedDelay.delayTime,C3.delayTime,LET4.output_1,LET4.input_1,LET4.fixedDelay.u,LET4.fixedDelay.y,LET4.fixedDelay.delayTime,LET4.delayTime,C4.output_1,C4.input_1,C4.fixedDelay.u,C4.fixedDelay.y,C4.fixedDelay.delayTime,C4.delayTime,LET5.output_1,LET5.input_1,LET5.fixedDelay.u,LET5.fixedDelay.y,LET5.fixedDelay.delayTime,LET5.delayTime
0.08,5,5,1,1,1,1,10,0,-0.95105654,0,0,-0.95105654,1,1,1,0,0.48175368,0,0,5,5,1,1,1,3,0.48175368,1,1.4817537,1,1,1.4817537,10,-0.9921147,-0.95105654,-0.95105654,-0.9921147,0.003,0.003,-0.9980267,-0.9921147,-0.9921147,-0.9980267,0.001,0.001,-0.9980267,-0.9980267,-0.9980267,-0.9980267,0.002,0.002,-0.9921147,-0.9980267,-0.9980267,-0.9921147,0.001,0.001,-0.90482706,-0.9921147,-0.9921147,-0.90482706,0.005,0.005,-0.8443279,-0.90482706,-0.90482706,-0.8443279,0.002,0.002,-0.637424,-0.8443279,-0.8443279,-0.637424,0.005,0.005,-0.5358268,-0.637424,-0.637424,-0.5358268,0.002,0.002,-0.12533323,-0.5358268,-0.5358268,-0.12533323,0.007,0.007
0.081,5,5,1,1,1,1,10,0,-0.9297765,0,0,-0.9297765,1,1,1,0,0.48725012,0,0,5,5,1,1,1,3,0.48725012,1,1.4872501,1,1,1.4872501,10,-0.9822872,-0.9297765,-0.9297765,-0.9822872,0.003,0.003,-0.9921147,-0.9822872,-0.9822872,-0.9921147,0.001,0.001,-1,-0.9921147,-0.9921147,-1,0.002,0.002,-0.9980267,-1,-1,-0.9980267,0.001,0.001,-0.9297765,-0.9980267,-0.9980267,-0.9297765,0.005,0.005,-0.87630665,-0.9297765,-0.9297765,-0.87630665,0.002,0.002,-0.6845471,-0.87630665,-0.87630665,-0.6845471,0.005,0.005,-0.58778524,-0.6845471,-0.6845471,-0.58778524,0.002,0.002,-0.18738131,-0.58778524,-0.58778524,-0.18738131,0.007,0.007
0.082,5,5,1,1,1,1,10,0,-0.90482706,0,0,-0.90482706,1,1,1,0,0.49272734,0,0,5,5,1,1,1,3,0.49272734,1,1.4927274,1,1,1.4927274,10,-0.96858317,-0.90482706,-0.90482706,-0.96858317,0.003,0.003,-0.9822872,-0.96858317,-0.96858317,-0.9822872,0.001,0.001,-0.9980267,-0.9822872,-0.9822872,-0.9980267,0.002,0.002,-1,-0.9980267,-0.9980267,-1,0.001,0.001,-0.95105654,-1,-1,-0.95105654,0.005,0.005,-0.90482706,-0.95105654,-0.95105654,-0.90482706,0.002,0.002,-0.7289686,-0.90482706,-0.90482706,-0.7289686,0.005,0.005,-0.637424,-0.7289686,-0.7289686,-0.637424,0.002,0.002,-0.24868989,-0.637424,-0.637424,-0.24868989,0.007,0.007
0.083,5,5,1,1,1,1,10,0,-0.87630665,0,0,-0.87630665,1,1,1,0,0.4981851,0,0,5,5,1,1,1,3,0.4981851,1,1.4981852,1,1,1.4981852,10,-0.95105654,-0.87630665,-0.87630665,-0.95105654,0.003,0.003,-0.96858317,-0.95105654,-0.95105654,-0.96858317,0.001,0.001,-0.9921147,-0.96858317,-0.96858317,-0.9921147,0.002,0.002,-0.9980267,-0.9921147,-0.9921147,-0.9980267,0.001,0.001,-0.96858317,-0.9980267,-0.9980267,-0.96858317,0.005,0.005,-0.9297765,-0.96858317,-0.96858317,-0.9297765,0.002,0.002,-0.77051324,-0.9297765,-0.9297765,-0.77051324,0.005,0.005,-0.6845471,-0.77051324,-0.77051324,-0.6845471,0.002,0.002,-0.309017,-0.6845471,-0.6845471,-0.309017,0.007,0.007
0.084,5,5,1,1,1,1,10,0,-0.8443279,0,0,-0.8443279,1,1,1,0,0.5036232,0,0,5,5,1,1,1,3,0.5036232,1,1.5036232,1,1,1.5036232,10,-0.9297765,-0.8443279,-0.8443279,-0.9297765,0.003,0.003,-0.95105654,-0.9297765,-0.9297765,-0.95105654,0.001,0.001,-0.9822872,-0.95105654,-0.95105654,-0.9822872,0.002,0.002,-0.9921147,-0.9822872,-0.9822872,-0.9921147,0.001,0.001,-0.9822872,-0.9921147,-0.9921147,-0.9822872,0.005,0.005,-0.95105654,-0.9822872,-0.9822872,-0.95105654,0.002,0.002,-0.809017,-0.95105654,-0.95105654,-0.809017,0.005,0.005,-0.7289686,-0.809017,-0.809017,-0.7289686,0.002,0.002,-0.36812454,-0.7289686,-0.7289686,-0.36812454,0.007,0.007
0.085,5,5,1,1,1,1,10,0,-0.809017,0,0,-0.809017,1,1,1,0,0.5090414,0,0,5,5,1,1,1,3,0.5090414,1,1.5090414,1,1,1.5090414,10,-0.90482706,-0.809017,-0.809017,-0.90482706,0.003,0.003,-0.9297765,-0.90482706,-0.90482706,-0.9297765,0.001,0.001,-0.96858317,-0.9297765,-0.9297765,-0.96858317,0.002,0.002,-0.9822872,-0.96858317,-0.96858317,-0.9822872,0.001,0.001,-0.9921147,-0.9822872,-0.9822872,-0.9921147,0.005,0.005,-0.96858317,-0.9921147,-0.9921147,-0.96858317,0.002,0.002,-0.8443279,-0.96858317,-0.96858317,-0.8443279,0.005,0.005,-0.77051324,-0.8443279,-0.8443279,-0.77051324,0.002,0.002,-0.42577928,-0.77051324,-0.77051324,-0.42577928,0.007,0.007
0.086,5,5,1,1,1,1,10,0,-0.77051324,0,0,-0.77051324,1,1,1,0,0.5144395,0,0,5,5,1,1,1,3,0.5144395,1,1.5144396,1,1,1.5144396,10,-0.87630665,-0.77051324,-0.77051324,-0.87630665,0.003,0.003,-0.90482706,-0.87630665,-0.87630665,-0.90482706,0.001,0.001,-0.95105654,-0.90482706,-0.90482706,-0.95105654,0.002,0.002,-0.96858317,-0.95105654,-0.95105654,-0.96858317,0.001,0.001,-0.9980267,-0.96858317,-0.96858317,-0.9980267,0.005,0.005,-0.9822872,-0.9980267,-0.9980267,-0.9822872,0.002,0.002,-0.87630665,-0.9822872,-0.9822872,-0.87630665,0.005,0.005,-0.809017,-0.87630665,-0.87630665,-0.809017,0.002,0.002,-0.48175368,-0.809017,-0.809017,-0.48175368,0.007,0.007
0.087,5,5,1,1,1,1,10,0,-0.7289686,0,0,-0.7289686,1,1,1,0,0.51981735,0,0,5,5,1,1,1,3,0.51981735,1,1.5198174,1,1,1.5198174,10,-0.8443279,-0.7289686,-0.7289686,-0.8443279,0.003,0.003,-0.87630665,-0.8443279,-0.8443279,-0.87630665,0.001,0.001,-0.9297765,-0.87630665,-0.87630665,-0.9297765,0.002,0.002,-0.95105654,-0.9297765,-0.9297765,-0.95105654,0.001,0.001,-1,-0.95105654,-0.95105654,-1,0.005,0.005,-0.9921147,-1,-1,-0.9921147,0.002,0.002,-0.90482706,-0.9921147,-0.9921147,-0.90482706,0.005,0.005,-0.8443279,-0.90482706,-0.90482706,-0.8443279,0.002,0.002,-0.5358268,-0.8443279,-0.8443279,-0.5358268,0.007,0.007
0.088,5,5,1,1,1,1,10,0,-0.6845471,0,0,-0.6845471,1,1,1,0,0.5251746,0,0,5,5,1,1,1,3,0.5251746,1,1.5251746,1,1,1.5251746,10,-0.809017,-0.6845471,-0.6845471,-0.809017,0.003,0.003,-0.8443279,-0.809017,-0.809017,-0.8443279,0.001,0.001,-0.90482706,-0.8443279,-0.8443279,-0.90482706,0.002,0.002,-0.9297765,-0.90482706,-0.90482706,-0.9297765,0.001,0.001,-0.9980267,-0.9297765,-0.9297765,-0.9980267,0.005,0.005,-0.9980267,-0.9980267,-0.9980267,-0.9980267,0.002,0.002,-0.9297765,-0.9980267,-0.9980267,-0.9297765,0.005,0.005,-0.87630665,-0.9297765,-0.9297765,-0.87630665,0.002,0.002,-0.58778524,-0.87630665,-0.87630665,-0.58778524,0.007,0.007
0.089,5,5,1,1,1,1,10,0,-0.637424,0,0,-0.637424,1,1,1,0,0.5305112,0,0,5,5,1,1,1,3,0.5305112,1,1.5305111,1,1,1.5305111,10,-0.77051324,-0.637424,-0.637424,-0.77051324,0.003,0.003,-0.809017,-0.77051324,-0.77051324,-0.809017,0.001,0.001,-0.87630665,-0.809017,-0.809017,-0.87630665,0.002,0.002,-0.90482706,-0.87630665,-0.87630665,-0.90482706,0.001,0.001,-0.9921147,-0.90482706,-0.90482706,-0.9921147,0.005,0.005,-1,-0.9921147,-0.9921147,-1,0.002,0.002,-0.95105654,-1,-1,-0.95105654,0.005,0.005,-0.90482706,-0.95105654,-0.95105654,-0.90482706,0.002,0.002,-0.637424,-0.90482706,-0.90482706,-0.637424,0.007,0.007
0.09,5,5,1,1,1,1,10,0,-0.58778524,0,0,-0.58778524,1,1,1,0,0.5358268,0,0,5,5,1,1,1,3,0.5358268,1,1.5358268,1,1,1.5358268,10,-0.7289686,-0.58778524,-0.58778524,-0.7289686,0.003,0.003,-0.77051324,-0.7289686,-0.7289686,-0.77051324,0.001,0.001,-0.8443279,-0.77051324,-0.77051324,-0.8443279,0.002,0.002,-0.87630665,-0.8443279,-0.8443279,-0.87630665,0.001,0.001,-0.9822872,-0.87630665,-0.87630665,-0.9822872,0.005,0.005,-0.9980267,-0.9822872,-0.9822872,-0.9980267,0.002,0.002,-0.96858317,-0.9980267,-0.9980267,-0.96858317,0.005,0.005,-0.9297765,-0.96858317,-0.96858317,-0.9297765,0.002,0.002,-0.6845471,-0.9297765,-0.9297765,-0.6845471,0.007,0.007
0.091,5,5,1,1,1,1,10,0,-0.5358268,0,0,-0.5358268,1,1,1,0,0.54112124,0,0,5,5,1,1,1,3,0.54112124,1,1.5411212,1,1,1.5411212,10,-0.6845471,-0.5358268,-0.5358268,-0.6845471,0.003,0.003,-0.7289686,-0.6845471,-0.6845471,-0.7289686,0.001,0.001,-0.809017,-0.7289686,-0.7289686,-0.809017,0.002,0.002,-0.8443279,-0.809017,-0.809017,-0.8443279,0.001,0.001,-0.96858317,-0.8443279,-0.8443279,-0.96858317,0.005,0.005,-0.9921147,-0.96858317,-0.96858317,-0.9921147,0.002,0.002,-0.9822872,-0.9921147,-0.9921147,-0.9822872,0.005,0.005,-0.95105654,-0.9822872,-0.9822872,-0.95105654,0.002,0.002,-0.7289686,-0.95105654,-0.95105654,-0.7289686,0.007,0.007
0.092,5,5,1,1,1,1,10,0,-0.48175368,0,0,-0.48175368,1,1,1,0,0.54639435,0,0,5,5,1,1,1,3,0.54639435,1,1.5463943,1,1,1.5463943,10,-0.637424,-0.48175368,-0.48175368,-0.637424,0.003,0.003,-0.6845471,-0.637424,-0.637424,-0.6845471,0.001,0.001,-0.77051324,-0.6845471,-0.6845471,-0.77051324,0.002,0.002,-0.809017,-0.77051324,-0.77051324,-0.809017,0.001,0.001,-0.95105654,-0.809017,-0.809017,-0.95105654,0.005,0.005,-0.9822872,-0.95105654,-0.95105654,-0.9822872,0.002,0.002,-0.9921147,-0.9822872,-0.9822872,-0.9921147,0.005,0.005,-0.96858317,-0.9921147,-0.9921147,-0.96858317,0.002,0.002,-0.77051324,-0.96858317,-0.96858317,-0.77051324,0.007,0.007
0.093,5,5,1,1,1,1,10,0,-0.42577928,0,0,-0.42577928,1,1,1,0,0.5516459,0,0,5,5,1,1,1,3,0.5516459,1,1.5516459,1,1,1.5516459,10,-0.58778524,-0.42577928,-0.42577928,-0.58778524,0.003,0.003,-0.637424,-0.58778524,-0.58778524,-0.637424,0.001,0.001,-0.7289686,-0.637424,-0.637424,-0.7289686,0.002,0.002,-0.77051324,-0.7289686,-0.7289686,-0.77051324,0.001,0.001,-0.9297765,-0.77051324,-0.77051324,-0.9297765,0.005,0.005,-0.96858317,-0.9297765,-0.9297765,-0.96858317,0.002,0.002,-0.9980267,-0.96858317,-0.96858317,-0.9980267,0.005,0.005,-0.9822872,-0.9980267,-0.9980267,-0.9822872,0.002,0.002,-0.809017,-0.9822872,-0.9822872,-0.809017,0.007,0.007
0.094,5,5,1,1,1,1,10,0,-0.36812454,0,0,-0.36812454,1,1,1,0,0.55687565,0,0,5,5,1,1,1,3,0.55687565,1,1.5568756,1,1,1.5568756,10,-0.5358268,-0.36812454,-0.36812454,-0.5358268,0.003,0.003,-0.58778524,-0.5358268,-0.5358268,-0.58778524,0.001,0.001,-0.6845471,-0.58778524,-0.58778524,-0.6845471,0.002,0.002,-0.7289686,-0.6845471,-0.6845471,-0.7289686,0.001,0.001,-0.90482706,-0.7289686,-0.7289686,-0.90482706,0.005,0.005,-0.95105654,-0.90482706,-0.90482706,-0.95105654,0.002,0.002,-1,-0.95105654,-0.95105654,-1,0.005,0.005,-0.9921147,-1,-1,-0.9921147,0.002,0.002,-0.8443279,-0.9921147,-0.9921147,-0.8443279,0.007,0.007
0.095,5,5,1,1,1,1,10,0,-0.309017,0,0,-0.309017,1,1,1,0,0.56208336,0,0,5,5,1,1,1,3,0.56208336,1,1.5620834,1,1,1.5620834,10,-0.48175368,-0.309017,-0.309017,-0.48175368,0.003,0.003,-0.5358268,-0.48175368,-0.48175368,-0.5358268,0.001,0.001,-0.637424,-0.5358268,-0.5358268,-0.637424,0.002,0.002,-0.6845471,-0.637424,-0.637424,-0.6845471,0.001,0.001,-0.87630665,-0.6845471,-0.6845471,-0.87630665,0.005,0.005,-0.9297765,-0.87630665,-0.87630665,-0.9297765,0.002,0.002,-0.9980267,-0.9297765,-0.9297765,-0.9980267,0.005,0.005,-0.9980267,-0.9980267,-0.9980267,-0.9980267,0.002,0.002,-0.87630665,-0.9980267,-0.9980267,-0.87630665,0.007,0.007
0.096,5,5,1,1,1,1,10,0,-0.24868989,0,0,-0.24868989,1,1,1,0,0.56726897,0,0,5,5,1,1,1,3,0.56726897,1,1.567269,1,1,1.567269,10,-0.42577928,-0.24868989,-0.24868989,-0.42577928,0.003,0.003,-0.48175368,-0.42577928,-0.42577928,-0.48175368,0.001,0.001,-0.58778524,-0.48175368,-0.48175368,-0.58778524,0.002,0.002,-0.637424,-0.58778524,-0.58778524,-0.637424,0.001,0.001,-0.8443279,-0.637424,-0.637424,-0.8443279,0.005,0.005,-0.90482706,-0.8443279,-0.8443279,-0.90482706,0.002,0.002,-0.9921147,-0.90482706,-0.90482706,-0.9921147,0.005,0.005,-1,-0.9921147,-0.9921147,-1,0.002,0.002,-0.90482706,-1,-1,-0.90482706,0.007,0.007
0.097,5,5,1,1,1,1,10,0,-0.18738131,0,0,-0.18738131,1,1,1,0,0.5724321,0,0,5,5,1,1,1,3,0.5724321,1,1.5724322,1,1,1.5724322,10,-0.36812454,-0.18738131,-0.18738131,-0.36812454,0.003,0.003,-0.42577928,-0.36812454,-0.36812454,-0.42577928,0.001,0.001,-0.5358268,-0.42577928,-0.42577928,-0.5358268,0.002,0.002,-0.58778524,-0.5358268,-0.5358268,-0.58778524,0.001,0.001,-0.809017,-0.58778524,-0.58778524,-0.809017,0.005,0.005,-0.87630665,-0.809017,-0.809017,-0.87630665,0.002,0.002,-0.9822872,-0.87630665,-0.87630665,-0.9822872,0.005,0.005,-0.9980267,-0.9822872,-0.9822872,-0.9980267,0.002,0.002,-0.9297765,-0.9980267,-0.9980267,-0.9297765,0.007,0.007
0.098,5,5,1,1,1,1,10,0,-0.12533323,0,0,-0.12533323,1,1,1,0,0.5775727,0,0,5,5,1,1,1,3,0.5775727,1,1.5775727,1,1,1.5775727,10,-0.309017,-0.12533323,-0.12533323,-0.309017,0.003,0.003,-0.36812454,-0.309017,-0.309017,-0.36812454,0.001,0.001,-0.48175368,-0.36812454,-0.36812454,-0.48175368,0.002,0.002,-0.5358268,-0.48175368,-0.48175368,-0.5358268,0.001,0.001,-0.77051324,-0.5358268,-0.5358268,-0.77051324,0.005,0.005,-0.8443279,-0.77051324,-0.77051324,-0.8443279,0.002,0.002,-0.96858317,-0.8443279,-0.8443279,-0.96858317,0.005,0.005,-0.9921147,-0.96858317,-0.96858317,-0.9921147,0.002,0.002,-0.95105654,-0.9921147,-0.9921147,-0.95105654,0.007,0.007
0.099,5,5,1,1,1,1,10,0,-0.06279052,0,0,-0.06279052,1,1,1,0,0.5826905,0,0,5,5,1,1,1,3,0.5826905,1,1.5826905,1,1,1.5826905,10,-0.24868989,-0.06279052,-0.06279052,-0.24868989,0.003,0.003,-0.309017,-0.24868989,-0.24868989,-0.309017,0.001,0.001,-0.42577928,-0.309017,-0.309017,-0.42577928,0.002,0.002,-0.48175368,-0.42577928,-0.42577928,-0.48175368,0.001,0.001,-0.7289686,-0.48175368,-0.48175368,-0.7289686,0.005,0.005,-0.809017,-0.7289686,-0.7289686,-0.809017,0.002,0.002,-0.95105654,-0.809017,-0.809017,-0.95105654,0.005,0.005,-0.9822872,-0.95105654,-0.95105654,-0.9822872,0.002,0.002,-0.96858317,-0.9822872,-0.9822872,-0.96858317,0.007,0.007
0.1,5,5,1,1,1,1,10,0,-2.4492937e-16,0,0,-2.4492937e-16,1,1,1,0,0.58778524,0,0,5,5,1,1,1,3,0.58778524,1,1.5877852,1,1,1.5877852,10,-0.18738131,-2.4492937e-16,-2.4492937e-16,-0.18738131,0.003,0.003,-0.24868989,-0.18738131,-0.18738131,-0.24868989,0.001,0.001,-0.36812454,-0.24868989,-0.24868989,-0.36812454,0.002,0.002,-0.42577928,-0.36812454,-0.36812454,-0.42577928,0.001,0.001,-0.6845471,-0.42577928,-0.42577928,-0.6845471,0.005,0.005,-0.77051324,-0.6845471,-0.6845471,-0.77051324,0.002,0.002,-0.9297765,-0.77051324,-0.77051324,-0.9297765,0.005,0.005,-0.96858317,-0.9297765,-0.9297765,-0.96858317,0.002,0.002,-0.9822872,-0.96858317,-0.96858317,-0.9822872,0.007,0.007
0.101,5,5,1,1,1,1,10,0,0.06279052,0,0,0.06279052,1,1,1,0,0.5928568,0,0,5,5,1,1,1,3,0.5928568,1,1.5928568,1,1,1.5928568,10,-0.12533323,0.06279052,0.06279052,-0.12533323,0.003,0.003,-0.18738131,-0.12533323,-0.12533323,-0.18738131,0.001,0.001,-0.309017,-0.18738131,-0.18738131,-0.309017,0.002,0.002,-0.36812454,-0.309017,-0.309017,-0.36812454,0.001,0.001,-0.637424,-0.36812454,-0.36812454,-0.637424,0.005,0.005,-0.7289686,-0.637424,-0.637424,-0.7289686,0.002,0.002,-0.90482706,-0.7289686,-0.7289686,-0.90482706,0.005,0.005,-0.95105654,-0.90482706,-0.90482706,-0.95105654,0.002,0.002,-0.9921147,-0.95105654,-0.95105654,-0.9921147,0.007,0.007
0.102,5,5,1,1,1,1,10,0,0.12533323,0,0,0.12533323,1,1,1,0,0.597905,0,0,5,5,1,1,1,3,0.597905,1,1.597905,1,1,1.597905,10,-0.06279052,0.12533323,0.12533323,-0.06279052,0.003,0.003,-0.12533323,-0.06279052,-0.06279052,-0.12533323,0.001,0.001,-0.24868989,-0.12533323,-0.12533323,-0.24868989,0.002,0.002,-0.309017,-0.24868989,-0.24868989,-0.309017,0.001,0.001,-0.58778524,-0.309017,-0.309017,-0.58778524,0.005,0.005,-0.6845471,-0.58778524,-0.58778524,-0.6845471,0.002,0.002,-0.87630665,-0.6845471,-0.6845471,-0.87630665,0.005,0.005,-0.9297765,-0.87630665,-0.87630665,-0.9297765,0.002,0.002,-0.9980267,-0.9297765,-0.9297765,-0.9980267,0.007,0.007
0.103,5,5,1,1,1,1,10,0,0.18738131,0,0,0.18738131,1,1,1,0,0.60292953,0,0,5,5,1,1,1,3,0.60292953,1,1.6029296,1,1,1.6029296,10,-2.4980018e-16,0.18738131,0.18738131,-2.4980018e-16,0.003,0.003,-0.06279052,-2.4980018e-16,-2.4980018e-16,-0.06279052,0.001,0.001,-0.18738131,-0.06279052,-0.06279052,-0.18738131,0.002,0.002,-0.24868989,-0.18738131,-0.18738131,-0.24868989,0.001,0.001,-0.5358268,-0.24868989,-0.24868989,-0.5358268,0.005,0.005,-0.637424,-0.5358268,-0.5358268,-0.637424,0.002,0.002,-0.8443279,-0.637424,-0.637424,-0.8443279,0.005,0.005,-0.90482706,-0.8443279,-0.8443279,-0.90482706,0.002,0.002,-1,-0.90482706,-0.90482706,-1,0.007,0.007
0.104,5,5,1,1,1,1,10,0,0.24868989,0,0,0.24868989,1,1,1,0,0.6079303,0,0,5,5,1,1,1,3,0.6079303,1,1.6079303,1,1,1.6079303,10,0.06279052,0.24868989,0.24868989,0.06279052,0.003,0.003,-2.4980018e-16,0.06279052,0.06279052,-2.4980018e-16,0.001,0.001,-0.12533323,-2.4980018e-16,-2.4980018e-16,-0.12533323,0.002,0.002,-0.18738131,-0.12533323,-0.12533323,-0.18738131,0.001,0.001,-0.48175368,-0.18738131,-0.18738131,-0.48175368,0.005,0.005,-0.58778524,-0.48175368,-0.48175368,-0.58778524,0.002,0.002,-0.809017,-0.58778524,-0.58778524,-0.809017,0.005,0.005,-0.87630665,-0.809017,-0.809017,-0.87630665,0.002,0.002,-0.9980267,-0.87630665,-0.87630665,-0.9980267,0.007,0.007
0.105,5,5,1,1,1,1,10,0,0.309017,0,0,0.309017,1,1,1,0,0.61290705,0,0,5,5,1,1,1,3,0.61290705,1,1.612907,1,1,1.612907,10,0.12533323,0.309017,0.309017,0.12533323,0.003,0.003,0.06279052,0.12533323,0.12533323,0.06279052,0.001,0.001,-0.06279052,0.06279052,0.06279052,-0.06279052,0.002,0.002,-0.12533323,-0.06279052,-0.06279052,-0.12533323,0.001,0.001,-0.42577928,-0.12533323,-0.12533323,-0.42577928,0.005,0.005,-0.5358268,-0.42577928,-0.42577928,-0.5358268,0.002,0.002,-0.77051324,-0.5358268,-0.5358268,-0.77051324,0.005,0.005,-0.8443279,-0.77051324,-0.77051324,-0.8443279,0.002,0.002,-0.9921147,-0.8443279,-0.8443279,-0.9921147,0.007,0.007
0.106,5,5,1,1,1,1,10,0,0.36812454,0,0,0.36812454,1,1,1,0,0.6178596,0,0,5,5,1,1,1,3,0.6178596,1,1.6178596,1,1,1.6178596,10,0.18738131,0.36812454,0.36812454,0.18738131,0.003,0.003,0.12533323,0.18738131,0.18738131,0.12533323,0.001,0.001,-1.110223e-15,0.12533323,0.12533323,-1.110223e-15,0.002,0.002,-0.06279052,-1.110223e-15,-1.110223e-15,-0.06279052,0.001,0.001,-0.36812454,-0.06279052,-0.06279052,-0.36812454,0.005,0.005,-0.48175368,-0.36812454,-0.36812454,-0.48175368,0.002,0.002,-0.7289686,-0.48175368,-0.48175368,-0.7289686,0.005,0.005,-0.809017,-0.7289686,-0.7289686,-0.809017,0.002,0.002,-0.9822872,-0.809017,-0.809017,-0.9822872,0.007,0.007
0.107,5,5,1,1,1,1,10,0,0.42577928,0,0,0.42577928,1,1,1,0,0.6227878,0,0,5,5,1,1,1,3,0.6227878,1,1.6227878,1,1,1.6227878,10,0.24868989,0.42577928,0.42577928,0.24868989,0.003,0.003,0.18738131,0.24868989,0.24868989,0.18738131,0.001,0.001,0.06279052,0.18738131,0.18738131,0.06279052,0.002,0.002,-1.110223e-15,0.06279052,0.06279052,-1.110223e-15,0.001,0.001,-0.309017,-1.110223e-15,-1.110223e-15,-0.309017,0.005,0.005,-0.42577928,-0.309017,-0.309017,-0.42577928,0.002,0.002,-0.6845471,-0.42577928,-0.42577928,-0.6845471,0.005,0.005,-0.77051324,-0.6845471,-0.6845471,-0.77051324,0.002,0.002,-0.96858317,-0.77051324,-0.77051324,-0.96858317,0.007,0.007
0.108,5,5,1,1,1,1,10,0,0.48175368,0,0,0.48175368,1,1,1,0,0.6276914,0,0,5,5,1,1,1,3,0.6276914,1,1.6276914,1,1,1.6276914,10,0.309017,0.48175368,0.48175368,0.309017,0.003,0.003,0.24868989,0.309017,0.309017,0.24868989,0.001,0.001,0.12533323,0.24868989,0.24868989,0.12533323,0.002,0.002,0.06279052,0.12533323,0.12533323,0.06279052,0.001,0.001,-0.24868989,0.06279052,0.06279052,-0.24868989,0.005,0.005,-0.36812454,-0.24868989,-0.24868989,-0.36812454,0.002,0.002,-0.637424,-0.36812454,-0.36812454,-0.637424,0.005,0.005,-0.7289686,-0.637424,-0.637424,-0.7289686,0.002,0.002,-0.95105654,-0.7289686,-0.7289686,-0.95105654,0.007,0.007
0.109,5,5,1,1,1,1,10,0,0.5358268,0,0,0.5358268,1,1,1,0,0.63257015,0,0,5,5,1,1,1,3,0.63257015,1,1.6325701,1,1,1.6325701,10,0.36812454,0.5358268,0.5358268,0.36812454,0.003,0.003,0.309017,0.36812454,0.36812454,0.309017,0.001,0.001,0.18738131,0.309017,0.309017,0.18738131,0.002,0.002,0.12533323,0.18738131,0.18738131,0.12533323,0.001,0.001,-0.18738131,0.12533323,0.12533323,-0.18738131,0.005,0.005,-0.309017,-0.18738131,-0.18738131,-0.309017,0.002,0.002,-0.58778524,-0.309017,-0.309017,-0.58778524,0.005,0.005,-0.6845471,-0.58778524,-0.58778524,-0.6845471,0.002,0.002,-0.9297765,-0.6845471,-0.6845471,-0.9297765,0.007,0.007
0.11,5,5,1,1,1,1,10,0,0.58778524,0,0,0.58778524,1,1,1,0,0.637424,0,0,5,5,1,1,1,3,0.637424,1,1.637424,1,1,1.637424,10,0.42577928,0.58778524,0.58778524,0.42577928,0.003,0.003,0.36812454,0.42577928,0.42577928,0.36812454,0.001,0.001,0.24868989,0.36812454,0.36812454,0.24868989,0.002,0.002,0.18738131,0.24868989,0.24868989,0.18738131,0.001,0.001,-0.12533323,0.18738131,0.18738131,-0.12533323,0.005,0.005,-0.24868989,-0.12533323,-0.12533323,-0.24868989,0.002,0.002,-0.5358268,-0.24868989,-0.24868989,-0.5358268,0.005,0.005,-0.637424,-0.5358268,-0.5358268,-0.637424,0.002,0.002,-0.90482706,-0.637424,-0.637424,-0.90482706,0.007,0.007
0.111,5,5,1,1,1,1,10,0,0.637424,0,0,0.637424,1,1,1,0,0.6422526,0,0,5,5,1,1,1,3,0.6422526,1,1.6422527,1,1,1.6422527,10,0.48175368,0.637424,0.637424,0.48175368,0.003,0.003,0.42577928,0.48175368,0.48175368,0.42577928,0.001,0.001,0.309017,0.42577928,0.42577928,0.309017,0.002,0.002,0.24868989,0.309017,0.309017,0.24868989,0.001,0.001,-0.06279052,0.24868989,0.24868989,-0.06279052,0.005,0.005,-0.18738131,-0.06279052,-0.06279052,-0.18738131,0.002,0.002,-0.48175368,-0.18738131,-0.18738131,-0.48175368,0.005,0.005,-0.58778524,-0.48175368,-0.48175368,-0.58778524,0.002,0.002,-0.87630665,-0.58778524,-0.58778524,-0.87630665,0.007,0.007
